청주 지역공급량(Gcal),datetime,기온(°C),풍향(16방위),풍속(m/s),강수량(mm),상대습도(%),일사(MJ/m2),체감온도(°C),month,heat_stress,cold_stress,is_cold,is_weekend,is_holiday
144,2017-01-01 00:00:00,2.4,290,0.5,0.0,78.4865,0.0,3.1658,1,0.0,0.0,True,True,True
135,2017-01-01 01:00:00,2.2,0,0.2,0.0,78.2156,0.0,4.5271,1,0.0,0.0,True,True,True
136,2017-01-01 02:00:00,1.9,340,0.5,0.0,79.9075,0.0,2.6373,1,0.0,0.0,True,True,True
132,2017-01-01 03:00:00,1.1,230,0.5,0.0,83.113,0.0,1.7916,1,0.0,0.0,True,True,True
118,2017-01-01 04:00:00,1.0,0,0.0,0.0,83.7126,0.0,13.7415,1,0.0,0.0,True,True,True
130,2017-01-01 05:00:00,0.6,320,0.5,0.0,87.7289,0.0,1.2631,1,0.0,0.0,True,True,True
121,2017-01-01 06:00:00,-0.7,360,0.7,0.0,89.5255,0.0,-0.8189,1,0.0,0.0,True,True,True
133,2017-01-01 07:00:00,-1.0,340,0.9,0.0,89.7492,0.0,-1.703,1,0.0,0.0,True,True,True
133,2017-01-01 08:00:00,-0.2,180,0.7,0.0,89.6429,0.0,-0.2783,1,0.0,0.0,True,True,True
140,2017-01-01 09:00:00,0.5,200,0.5,0.0,86.7864,0.13,1.1574,1,0.0,0.0,True,True,True
130,2017-01-01 10:00:00,1.9,320,0.8,0.0,82.7614,0.59,1.7264,1,0.0,0.0,True,True,True
114,2017-01-01 11:00:00,2.1,340,0.9,0.0,81.5879,0.74,1.7072,1,0.0,0.0,True,True,True
94,2017-01-01 12:00:00,4.9,0,0.4,0.0,65.813,1.15,6.1718,1,0.0,0.0,True,True,True
82,2017-01-01 13:00:00,6.5,200,0.9,0.0,62.0078,1.23,6.5474,1,0.0,0.0,True,True,True
80,2017-01-01 14:00:00,7.8,180,1.5,0.0,55.7798,1.27,7.1266,1,0.0,0.6733587383754873,True,True,True
72,2017-01-01 15:00:00,8.4,250,1.1,0.0,52.6435,1.09,8.3209,1,0.0,0.0,True,True,True
77,2017-01-01 16:00:00,7.9,320,0.7,0.0,56.3407,0.56,8.4793,1,0.0,0.0,True,True,True
96,2017-01-01 17:00:00,7.5,70,0.6,0.0,58.8633,0.15,8.284,1,0.0,0.0,True,True,True
122,2017-01-01 18:00:00,6.7,0,0.0,0.0,62.1795,0.02,17.284,1,0.0,0.0,True,True,True
143,2017-01-01 19:00:00,5.2,70,0.6,0.0,67.8441,0.0,5.823,1,0.0,0.0,True,True,True
152,2017-01-01 20:00:00,3.8,360,1.3,0.0,73.578,0.0,2.8558,1,0.0,0.9441777286591542,True,True,True
158,2017-01-01 21:00:00,3.4,320,0.8,0.0,74.399,0.0,3.363,1,0.0,0.0,True,True,True
157,2017-01-01 22:00:00,3.5,200,0.5,0.0,76.4234,0.0,4.3286,1,0.0,0.0,True,True,True
149,2017-01-01 23:00:00,2.7,270,0.6,0.0,79.5266,0.0,3.148,1,0.0,0.0,True,True,True
135,2017-01-02 00:00:00,3.0,160,1.3,0.0,77.8528,0.0,1.9526,1,0.0,1.0474211842501528,True,False,False
125,2017-01-02 01:00:00,2.8,180,0.5,0.0,76.2868,0.0,3.5887,1,0.0,0.0,True,False,False
118,2017-01-02 02:00:00,2.0,0,0.4,0.0,83.5895,0.0,3.1506,1,0.0,0.0,True,False,False
109,2017-01-02 03:00:00,1.3,270,0.9,0.0,81.9269,0.0,0.8271,1,0.0,0.0,True,False,False
113,2017-01-02 04:00:00,1.3,110,0.8,0.0,81.9269,0.0,1.0717,1,0.0,0.0,True,False,False
113,2017-01-02 05:00:00,2.0,0,0.3,0.0,80.756,0.0,3.655,1,0.0,0.0,True,False,False
111,2017-01-02 06:00:00,2.3,0,0.4,0.0,80.4338,0.0,3.4631,1,0.0,0.0,True,False,False
120,2017-01-02 07:00:00,2.3,250,0.6,0.0,80.4338,0.0,2.72,1,0.0,0.0,True,False,False
125,2017-01-02 08:00:00,2.6,0,0.3,0.0,80.0934,0.0,4.2687,1,0.0,0.0,True,False,False
132,2017-01-02 09:00:00,2.9,180,0.8,0.0,79.7353,0.07,2.8175,1,0.0,0.0,True,False,False
119,2017-01-02 10:00:00,3.9,230,0.6,0.0,75.5399,0.28,4.432,1,0.0,0.0,True,False,False
107,2017-01-02 11:00:00,5.7,180,0.7,0.0,67.7144,0.51,6.1007,1,0.0,0.0,True,False,False
95,2017-01-02 12:00:00,6.4,180,0.9,0.0,64.5175,0.8,6.4374,1,0.0,0.0,True,False,False
82,2017-01-02 13:00:00,9.5,200,1.6,0.0,56.4596,1.02,8.9627,1,0.0,0.5373458311313186,True,False,False
83,2017-01-02 14:00:00,9.7,180,2.2,0.0,58.2004,1.36,8.6714,1,0.0,1.028570282692609,True,False,False
82,2017-01-02 15:00:00,11.1,250,1.9,0.0,53.7659,1.05,10.5395,1,0.0,0.0,True,False,False
82,2017-01-02 16:00:00,10.2,250,2.1,0.0,57.0877,0.68,9.3339,1,0.0,0.0,True,False,False
85,2017-01-02 17:00:00,9.7,250,2.5,0.0,59.8633,0.1,8.4549,1,0.0,1.2450688925494084,True,False,False
102,2017-01-02 18:00:00,8.7,270,2.0,0.0,64.0359,0.0,7.6647,1,0.0,1.0352815887369855,True,False,False
125,2017-01-02 19:00:00,7.2,290,1.5,0.0,67.9629,0.0,6.4422,1,0.0,0.7578443851273926,True,False,False
143,2017-01-02 20:00:00,6.6,320,1.0,0.0,69.793,0.0,6.4778,1,0.0,0.0,True,False,False
143,2017-01-02 21:00:00,6.2,270,1.1,0.0,70.6885,0.0,5.8664,1,0.0,0.0,True,False,False
151,2017-01-02 22:00:00,6.2,290,0.9,0.0,69.6335,0.0,6.2174,1,0.0,0.0,True,False,False
146,2017-01-02 23:00:00,5.2,290,1.2,0.0,70.1056,0.0,4.5881,1,0.0,0.0,True,False,False
137,2017-01-03 00:00:00,4.7,290,2.0,0.0,73.7636,0.0,3.0036,1,0.0,1.6963673350944366,True,False,False
130,2017-01-03 01:00:00,4.1,270,1.6,0.0,70.8224,0.0,2.7732,1,0.0,1.326824035719521,True,False,False
118,2017-01-03 02:00:00,3.6,290,1.6,0.0,70.8278,0.0,2.2001,1,0.0,1.3999238694776888,True,False,False
118,2017-01-03 03:00:00,2.9,270,1.7,0.0,73.0907,0.0,1.2659,1,0.0,1.6340898903782548,True,False,False
114,2017-01-03 04:00:00,2.3,270,1.5,0.0,76.2734,0.0,0.8522,1,0.0,1.4478105002679351,True,False,False
115,2017-01-03 05:00:00,1.6,270,1.4,0.0,78.7252,0.0,0.208,1,0.0,1.392015700601796,True,False,False
116,2017-01-03 06:00:00,1.3,250,1.1,0.0,80.4373,0.0,0.3997,1,0.0,0.0,True,False,False
126,2017-01-03 07:00:00,1.1,270,0.5,0.0,78.5795,0.0,1.7916,1,0.0,0.0,True,False,False
136,2017-01-03 08:00:00,0.8,180,1.0,0.0,84.9277,0.0,0.0503,1,0.0,0.0,True,False,False
145,2017-01-03 09:00:00,1.5,0,0.3,0.0,80.76,0.21,3.1435,1,0.0,0.0,True,False,False
117,2017-01-03 10:00:00,2.7,200,0.9,0.0,72.7871,0.64,2.3672,1,0.0,0.0,True,False,False
92,2017-01-03 11:00:00,4.5,230,1.1,0.0,61.7409,1.16,3.9698,1,0.0,0.0,True,False,False
82,2017-01-03 12:00:00,5.6,320,1.5,0.0,49.4892,1.49,4.6169,1,0.0,0.9831394431324664,True,False,False
70,2017-01-03 13:00:00,6.5,320,1.8,0.0,47.5393,1.58,5.3027,1,0.0,1.1973020460359791,True,False,False
67,2017-01-03 14:00:00,7.4,180,2.3,0.0,46.6364,1.51,5.8882,1,0.0,1.5117589547237893,True,False,False
68,2017-01-03 15:00:00,8.0,230,1.8,0.0,42.9012,1.19,7.037,1,0.0,0.9630297316997484,True,False,False
73,2017-01-03 16:00:00,8.1,230,1.6,0.0,38.9055,0.74,7.358,1,0.0,0.7420253656541815,True,False,False
86,2017-01-03 17:00:00,7.2,250,1.5,0.0,47.2785,0.26,6.4422,1,0.0,0.7578443851273926,True,False,False
99,2017-01-03 18:00:00,6.3,270,1.5,0.0,53.4378,0.01,5.4154,1,0.0,0.8845728552552456,True,False,False
124,2017-01-03 19:00:00,5.2,250,1.2,0.0,59.929,0.0,4.5881,1,0.0,0.0,True,False,False
137,2017-01-03 20:00:00,4.4,250,1.2,0.0,66.9576,0.0,3.69,1,0.0,0.0,True,False,False
144,2017-01-03 21:00:00,3.6,230,0.8,0.0,70.8278,0.0,3.5813,1,0.0,0.0,True,False,False
154,2017-01-03 22:00:00,3.1,250,0.8,0.0,73.3724,0.0,3.0357,1,0.0,0.0,True,False,False
149,2017-01-03 23:00:00,2.6,200,0.7,0.0,74.6633,0.0,2.749,1,0.0,0.0,True,False,False
135,2017-01-04 00:00:00,1.9,180,0.8,0.0,77.0537,0.0,1.7264,1,0.0,0.0,True,False,False
126,2017-01-04 01:00:00,1.3,180,1.0,0.0,77.4582,0.0,0.6044,1,0.0,0.0,True,False,False
123,2017-01-04 02:00:00,0.7,0,0.1,0.0,80.8759,0.0,4.1354,1,0.0,0.0,True,False,False
117,2017-01-04 03:00:00,1.4,160,1.1,0.0,78.3838,0.0,0.5112,1,0.0,0.0,True,False,False
108,2017-01-04 04:00:00,1.5,180,0.5,0.0,77.8233,0.0,2.2145,1,0.0,0.0,True,False,False
105,2017-01-04 05:00:00,2.0,0,0.3,0.0,76.5057,0.0,3.655,1,0.0,0.0,True,False,False
101,2017-01-04 06:00:00,2.3,0,0.3,0.0,76.2734,0.0,3.9618,1,0.0,0.0,True,False,False
112,2017-01-04 07:00:00,2.3,290,0.5,0.0,77.6602,0.0,3.0601,1,0.0,0.0,True,False,False
125,2017-01-04 08:00:00,1.4,0,0.1,0.0,82.8206,0.0,4.8061,1,0.0,0.0,True,False,False
125,2017-01-04 09:00:00,2.6,0,0.1,0.0,76.0209,0.1,5.956,1,0.0,0.0,True,False,False
115,2017-01-04 10:00:00,2.9,340,1.2,0.0,75.7485,0.27,2.0062,1,0.0,0.0,True,False,False
102,2017-01-04 11:00:00,4.3,320,0.7,0.0,69.8358,0.45,4.587,1,0.0,0.0,True,False,False
88,2017-01-04 12:00:00,6.2,250,1.1,0.0,64.3582,1.1,5.8664,1,0.0,0.0,True,False,False
73,2017-01-04 13:00:00,8.5,200,1.2,0.0,60.4012,1.46,8.2927,1,0.0,0.0,True,False,False
71,2017-01-04 14:00:00,8.6,290,1.5,0.0,42.0853,1.31,8.0393,1,0.0,0.5607112093729505,True,False,False
65,2017-01-04 15:00:00,9.9,270,1.4,0.0,35.2754,1.15,9.6294,1,0.0,0.2706163777977171,True,False,False
76,2017-01-04 16:00:00,9.4,290,1.6,0.0,30.5411,0.77,8.848,1,0.0,0.5519657978829482,True,False,False
83,2017-01-04 17:00:00,8.4,270,1.5,0.0,36.3059,0.26,7.8111,1,0.0,0.5888730916235838,True,False,False
96,2017-01-04 18:00:00,7.3,290,1.4,0.0,36.1954,0.02,6.6781,1,0.0,0.6218980933748988,True,False,False
113,2017-01-04 19:00:00,6.0,340,1.3,0.0,35.3009,0.0,5.3397,1,0.0,0.6602582257839114,True,False,False
130,2017-01-04 20:00:00,5.3,340,2.4,0.0,33.687,0.0,3.3265,1,0.0,1.9734686724667787,True,False,False
145,2017-01-04 21:00:00,4.5,320,1.1,0.0,41.5563,0.0,3.9698,1,0.0,0.0,True,False,False
151,2017-01-04 22:00:00,4.0,320,1.6,0.0,46.7278,0.0,2.6586,1,0.0,1.3414440024711536,True,False,False
145,2017-01-04 23:00:00,2.8,180,0.9,0.0,52.1963,0.0,2.4772,1,0.0,0.0,True,False,False
142,2017-01-05 00:00:00,2.3,140,0.7,0.0,54.0848,0.0,2.4246,1,0.0,0.0,True,False,False
127,2017-01-05 01:00:00,1.6,140,1.1,0.0,58.315,0.0,0.7344,1,0.0,0.0,True,False,False
121,2017-01-05 02:00:00,1.5,160,1.0,0.0,55.7978,0.0,0.826,1,0.0,0.0,True,False,False
122,2017-01-05 03:00:00,0.3,360,1.0,0.0,68.8408,0.0,-0.5038,1,0.0,0.0,True,False,False
113,2017-01-05 04:00:00,-0.4,360,1.1,0.0,72.4284,0.0,-1.497,1,0.0,0.0,True,False,False
115,2017-01-05 05:00:00,0.1,360,1.0,0.0,68.2206,0.0,-0.7254,1,0.0,0.0,True,False,False
111,2017-01-05 06:00:00,0.1,50,1.3,0.0,68.2206,0.0,-1.3217,1,0.0,1.421678710767517,True,False,False
129,2017-01-05 07:00:00,-0.2,360,1.3,0.0,71.3823,0.0,-1.6604,1,0.0,1.4603950066141418,True,False,False
136,2017-01-05 08:00:00,-0.1,360,1.6,0.0,72.5139,0.0,-2.0409,1,0.0,1.9408626392881247,True,False,False
136,2017-01-05 09:00:00,0.9,20,1.8,0.0,70.5208,0.18,-1.1719,1,0.0,2.0719186862245764,True,False,False
118,2017-01-05 10:00:00,1.8,360,1.8,0.0,68.9834,0.46,-0.1314,1,0.0,1.9313552976228372,True,False,False
103,2017-01-05 11:00:00,3.5,50,2.1,0.0,61.1387,0.64,1.498,1,0.0,2.0019808122150797,True,False,False
92,2017-01-05 12:00:00,5.2,70,2.5,0.0,55.406,0.79,3.1223,1,0.0,2.0777328086481703,True,False,False
88,2017-01-05 13:00:00,6.5,360,1.8,0.0,50.6397,0.71,5.3027,1,0.0,1.1973020460359791,True,False,False
81,2017-01-05 14:00:00,8.4,90,1.0,0.0,48.1053,0.79,8.4725,1,0.0,0.0,True,False,False
88,2017-01-05 15:00:00,9.0,110,3.2,0.0,48.8064,0.54,7.1787,1,0.0,1.8213117055374732,True,False,False
91,2017-01-05 16:00:00,8.9,110,4.0,0.0,49.137,0.27,6.6365,1,0.0,2.263483607140947,True,False,False
100,2017-01-05 17:00:00,8.5,110,4.0,0.0,50.4846,0.13,6.1449,1,0.0,2.35510314000189,True,False,False
112,2017-01-05 18:00:00,8.2,110,2.9,0.0,49.6826,0.01,6.4001,1,0.0,1.7999201435589738,True,False,False
126,2017-01-05 19:00:00,7.9,110,2.3,0.0,48.8286,0.0,6.477,1,0.0,1.4229748637822208,True,False,False
139,2017-01-05 20:00:00,7.5,110,2.6,0.0,51.1435,0.0,5.7727,1,0.0,1.7272703148635982,True,False,False
149,2017-01-05 21:00:00,7.2,140,2.0,0.0,50.2334,0.0,5.9168,1,0.0,1.2831887436210296,True,False,False
151,2017-01-05 22:00:00,6.9,110,2.8,0.0,51.2769,0.0,4.9123,1,0.0,1.987714967919751,True,False,False
139,2017-01-05 23:00:00,6.6,110,2.7,0.0,52.3447,0.0,4.6272,1,0.0,1.972819291945328,True,False,False
129,2017-01-06 00:00:00,6.3,110,2.8,0.0,53.4378,0.0,4.1951,1,0.0,2.104923771434641,True,False,False
117,2017-01-06 01:00:00,5.9,110,1.7,0.0,53.8573,0.0,4.7199,1,0.0,1.1801479301717075,True,False,False
105,2017-01-06 02:00:00,5.2,50,1.2,0.0,57.6675,0.0,4.5881,1,0.0,0.0,True,False,False
104,2017-01-06 03:00:00,4.9,50,1.6,0.0,60.0399,0.0,3.6901,1,0.0,1.2098643017064528,True,False,False
98,2017-01-06 04:00:00,4.4,50,0.8,0.0,62.1749,0.0,4.4542,1,0.0,0.0,True,False,False
97,2017-01-06 05:00:00,4.4,70,1.1,0.0,62.1749,0.0,3.8582,1,0.0,0.0,True,False,False
103,2017-01-06 06:00:00,4.8,110,1.6,0.0,60.4602,0.0,3.5755,1,0.0,1.224484268458085,True,False,False
109,2017-01-06 07:00:00,3.4,250,0.5,0.0,67.9853,0.0,4.2229,1,0.0,0.0,True,False,False
126,2017-01-06 08:00:00,3.0,340,1.2,0.0,69.9356,0.0,2.1184,1,0.0,0.0,True,False,False
123,2017-01-06 09:00:00,4.8,0,0.3,0.0,63.9483,0.22,6.5191,1,0.0,0.0,True,False,False
101,2017-01-06 10:00:00,5.7,320,0.6,0.0,58.9771,0.54,6.358,1,0.0,0.0,True,False,False
85,2017-01-06 11:00:00,7.6,140,1.6,0.0,49.8371,1.23,6.7849,1,0.0,0.8151251994123516,True,False,False
75,2017-01-06 12:00:00,8.9,160,2.2,0.0,44.7498,1.56,7.7325,1,0.0,1.1674721219751794,True,False,False
70,2017-01-06 13:00:00,9.6,140,1.9,0.0,41.0148,1.68,8.7982,1,0.0,0.8017557295150635,True,False,False
66,2017-01-06 14:00:00,10.1,110,1.2,0.0,39.6629,1.59,10.0888,1,0.0,0.0,True,False,False
66,2017-01-06 15:00:00,10.8,250,1.1,0.0,38.6255,1.32,10.9985,1,0.0,0.0,True,False,False
68,2017-01-06 16:00:00,10.5,200,1.5,0.0,39.4055,0.87,10.2068,1,0.0,0.0,True,False,False
72,2017-01-06 17:00:00,9.5,230,1.0,0.0,42.9767,0.32,9.6915,1,0.0,0.0,True,False,False
80,2017-01-06 18:00:00,8.5,0,0.4,0.0,47.78,0.01,9.9224,1,0.0,0.0,True,False,False
111,2017-01-06 19:00:00,7.7,160,1.5,0.0,50.4502,0.0,7.0126,1,0.0,0.687439679500808,True,False,False
125,2017-01-06 20:00:00,7.2,160,1.9,0.0,52.2034,0.0,6.0123,1,0.0,1.187740545238598,True,False,False
128,2017-01-06 21:00:00,6.4,140,1.3,0.0,55.152,0.0,5.7914,1,0.0,0.6086364979884129,True,False,False
139,2017-01-06 22:00:00,5.5,140,1.2,0.0,59.8007,0.0,4.9249,1,0.0,0.0,True,False,False
134,2017-01-06 23:00:00,4.3,140,0.5,0.0,62.6114,0.0,5.1743,1,0.0,0.0,True,False,False
130,2017-01-07 00:00:00,3.8,0,0.2,0.0,67.3426,0.0,6.1234,1,0.0,0.0,True,True,False
118,2017-01-07 01:00:00,2.3,0,0.3,0.0,74.8866,0.0,3.9618,1,0.0,0.0,True,True,False
119,2017-01-07 02:00:00,2.5,140,0.9,0.0,71.0936,0.0,2.1472,1,0.0,0.0,True,True,False
110,2017-01-07 03:00:00,0.8,360,0.7,0.0,81.8394,0.0,0.8029,1,0.0,0.0,True,True,False
109,2017-01-07 04:00:00,0.8,0,0.3,0.0,81.8394,0.0,2.4275,1,0.0,0.0,True,True,False
100,2017-01-07 05:00:00,0.0,360,0.8,0.0,81.8063,0.0,-0.3468,1,0.0,0.0,True,True,False
105,2017-01-07 06:00:00,-0.3,0,0.3,0.0,83.6092,0.0,1.3023,1,0.0,0.0,True,True,False
111,2017-01-07 07:00:00,-0.2,360,0.5,0.0,83.0027,0.0,0.4174,1,0.0,0.0,True,True,False
115,2017-01-07 08:00:00,-0.9,0,0.0,0.0,85.6015,0.0,12.5606,1,0.0,0.0,True,True,False
122,2017-01-07 09:00:00,0.6,160,0.5,0.0,78.3294,0.19,1.2631,1,0.0,0.0,True,True,False
103,2017-01-07 10:00:00,0.8,20,1.4,0.0,78.7511,0.59,-0.7001,1,0.0,1.500102382317853,True,True,False
100,2017-01-07 11:00:00,3.5,0,0.4,0.0,67.5073,1.09,4.7133,1,0.0,0.0,True,True,False
75,2017-01-07 12:00:00,4.6,340,1.3,0.0,64.8478,1.07,3.7591,1,0.0,0.8409342730681573,True,True,False
75,2017-01-07 13:00:00,8.3,200,0.9,0.0,51.1743,1.64,8.5275,1,0.0,0.0,True,True,False
61,2017-01-07 14:00:00,8.2,360,0.8,0.0,47.8425,1.63,8.6004,1,0.0,0.0,True,True,False
72,2017-01-07 15:00:00,8.7,340,1.1,0.0,48.9163,0.93,8.6556,1,0.0,0.0,True,True,False
64,2017-01-07 16:00:00,8.3,50,1.5,0.0,50.2604,0.41,7.697,1,0.0,0.6029540327489036,True,True,False
84,2017-01-07 17:00:00,8.2,70,2.0,0.0,49.6826,0.17,7.0821,1,0.0,1.1179173070316653,True,True,False
94,2017-01-07 18:00:00,7.5,70,1.7,0.0,54.0384,0.02,6.562,1,0.0,0.9380455513948832,True,True,False
115,2017-01-07 19:00:00,7.1,50,1.6,0.0,55.5374,0.0,6.2118,1,0.0,0.8882250331705173,True,True,False
116,2017-01-07 20:00:00,6.2,360,0.6,0.0,62.2481,0.0,6.893,1,0.0,0.0,True,True,False
128,2017-01-07 21:00:00,5.9,50,0.5,0.0,62.4744,0.0,6.8657,1,0.0,0.0,True,True,False
112,2017-01-07 22:00:00,5.2,320,1.0,0.0,65.5827,0.0,4.9263,1,0.0,0.0,True,True,False
120,2017-01-07 23:00:00,4.9,320,0.7,0.0,64.6584,0.0,5.2357,1,0.0,0.0,True,True,False
114,2017-01-08 00:00:00,4.9,0,0.4,0.0,64.6584,0.0,6.1718,1,0.0,0.0,True,True,False
97,2017-01-08 01:00:00,4.8,340,1.1,0.0,62.7856,0.0,4.3045,1,0.0,0.0,True,True,False
95,2017-01-08 02:00:00,4.6,20,0.9,0.0,63.6687,0.0,4.4573,1,0.0,0.0,True,True,False
86,2017-01-08 03:00:00,4.5,360,0.6,0.0,65.3028,0.0,5.074,1,0.0,0.0,True,True,False
80,2017-01-08 04:00:00,4.0,360,1.2,0.0,68.8621,0.0,3.241,1,0.0,0.0,True,True,False
79,2017-01-08 05:00:00,4.4,360,0.7,0.0,66.9576,0.0,4.6951,1,0.0,0.0,True,True,False
80,2017-01-08 06:00:00,4.3,20,1.3,0.0,67.4276,0.0,3.4203,1,0.0,0.8796505689147822,True,True,False
86,2017-01-08 07:00:00,4.0,340,1.0,0.0,68.8621,0.0,3.5965,1,0.0,0.0,True,True,False
88,2017-01-08 08:00:00,3.5,0,0.2,0.0,68.781,0.0,5.8241,1,0.0,0.0,True,True,False
100,2017-01-08 09:00:00,4.3,70,0.9,0.0,66.2236,0.15,4.1273,1,0.0,0.0,True,True,False
87,2017-01-08 10:00:00,6.3,340,1.3,0.0,58.6768,0.81,5.6785,1,0.0,0.6215419299372869,True,True,False
76,2017-01-08 11:00:00,8.3,70,1.5,0.0,52.0881,1.26,7.697,1,0.0,0.6029540327489036,True,True,False
63,2017-01-08 12:00:00,10.6,360,1.0,0.0,46.9722,1.62,10.9106,1,0.0,0.0,True,True,False
55,2017-01-08 13:00:00,11.1,340,1.1,0.0,44.6787,1.46,11.3332,1,0.0,0.0,True,True,False
53,2017-01-08 14:00:00,11.6,320,1.5,0.0,43.9554,1.1,11.4617,1,0.0,0.0,True,True,False
55,2017-01-08 15:00:00,12.1,290,1.8,0.0,43.2379,0.89,11.7773,1,0.0,0.0,True,True,False
63,2017-01-08 16:00:00,12.0,290,1.4,0.0,42.0966,0.59,12.0131,1,0.0,0.0,True,True,False
75,2017-01-08 17:00:00,11.7,270,1.5,0.0,42.2104,0.21,11.5758,1,0.0,0.0,True,True,False
98,2017-01-08 18:00:00,10.0,320,2.5,0.0,50.5227,0.01,8.8104,1,0.0,0.0,True,True,False
115,2017-01-08 19:00:00,9.2,290,1.8,0.0,53.3118,0.0,8.4244,1,0.0,0.7756118802307608,True,True,False
121,2017-01-08 20:00:00,8.4,270,1.8,0.0,56.2741,0.0,7.4994,1,0.0,0.9005571145434166,True,True,False
127,2017-01-08 21:00:00,7.2,270,2.5,0.0,64.023,0.0,5.4923,1,0.0,1.7076599570487223,True,True,False
130,2017-01-08 22:00:00,6.5,290,2.1,0.0,67.1751,0.0,5.0066,1,0.0,1.493381931588985,True,True,False
106,2017-01-08 23:00:00,6.2,270,1.5,0.0,67.5234,0.0,5.3013,1,0.0,0.8986537963805654,True,True,False
106,2017-01-09 00:00:00,5.9,290,2.4,0.0,68.9373,0.0,4.0354,1,0.0,1.8646480697641064,True,False,False
95,2017-01-09 01:00:00,5.6,320,1.7,0.0,67.0853,0.0,4.3745,1,0.0,1.2255421261923622,True,False,False
87,2017-01-09 02:00:00,5.2,290,2.6,0.0,71.2363,0.0,3.039,1,0.0,2.1610133148504795,True,False,False
79,2017-01-09 03:00:00,5.1,290,2.2,0.0,69.4571,0.0,3.2727,1,0.0,1.827255858567391,True,False,False
84,2017-01-09 04:00:00,5.0,290,2.8,0.0,63.0625,0.0,2.6411,1,0.0,2.358876179050243,True,False,False
86,2017-01-09 05:00:00,4.6,290,2.5,0.0,64.8478,0.0,2.4112,1,0.0,2.188754664128007,True,False,False
97,2017-01-09 06:00:00,4.4,270,1.5,0.0,64.5663,0.0,3.2479,1,0.0,1.1521107366362746,True,False,False
107,2017-01-09 07:00:00,4.1,250,1.5,0.0,68.3802,0.0,2.9056,1,0.0,1.1943535600122264,True,False,False
124,2017-01-09 08:00:00,4.1,270,1.9,0.0,65.9381,0.0,2.4137,1,0.0,1.6863042655481637,True,False,False
117,2017-01-09 09:00:00,4.3,270,2.1,0.0,65.0195,0.05,2.4336,1,0.0,1.8663544440481208,True,False,False
109,2017-01-09 10:00:00,4.0,290,2.7,0.0,66.4027,0.12,1.5279,1,0.0,2.472067604893475,True,False,False
100,2017-01-09 11:00:00,4.7,320,2.4,0.0,57.3717,0.97,2.6177,1,0.0,2.0822892751694515,True,False,False
89,2017-01-09 12:00:00,5.0,270,2.9,0.0,53.8898,1.06,2.5646,1,0.0,2.435372947351163,True,False,False
75,2017-01-09 13:00:00,5.4,290,2.5,0.0,49.0655,1.5,3.3593,1,0.0,2.040725523488228,True,False,False
74,2017-01-09 14:00:00,5.5,290,3.5,0.0,43.1894,1.57,2.7554,1,0.0,2.744610297764145,True,False,False
74,2017-01-09 15:00:00,5.7,320,2.8,0.0,41.5024,0.72,3.4779,1,0.0,2.222132574949535,True,False,False
79,2017-01-09 16:00:00,5.6,320,3.0,0.0,43.9904,0.86,3.2113,1,0.0,2.388654488393035,True,False,False
89,2017-01-09 17:00:00,4.3,320,2.6,0.0,51.7748,0.36,1.9693,1,0.0,2.3307388365844792,True,False,False
106,2017-01-09 18:00:00,3.3,320,1.9,0.0,56.8409,0.01,1.485,1,0.0,1.814965870789342,True,False,False
137,2017-01-09 19:00:00,2.1,320,2.1,0.0,60.4876,0.0,-0.1393,1,0.0,2.239326956507257,True,False,False
145,2017-01-09 20:00:00,1.6,270,1.6,0.0,55.3992,0.0,-0.0923,1,0.0,1.6923232045103556,True,False,False
155,2017-01-09 21:00:00,0.9,270,0.9,0.0,53.6571,0.0,0.3871,1,0.0,0.0,True,False,False
162,2017-01-09 22:00:00,0.9,320,1.0,0.0,50.591,0.0,0.1611,1,0.0,0.0,True,False,False
147,2017-01-09 23:00:00,0.2,250,1.3,0.0,53.2146,0.0,-1.2088,1,0.0,1.4087732788186431,True,False,False
139,2017-01-10 00:00:00,0.1,270,1.9,0.0,53.6019,0.0,-2.2296,1,0.0,2.329612291754056,True,False,False
133,2017-01-10 01:00:00,-0.5,290,1.5,0.0,57.6877,0.0,-2.3421,1,0.0,1.8420768517768185,True,False,False
140,2017-01-10 02:00:00,-0.9,270,1.6,0.0,62.8909,0.0,-2.9578,1,0.0,2.057822373301192,True,False,False
134,2017-01-10 03:00:00,-1.1,270,1.4,0.0,62.0457,0.0,-2.8568,1,0.0,1.756808251393485,True,False,False
130,2017-01-10 04:00:00,-1.0,270,1.5,0.0,61.5926,0.0,-2.9125,1,0.0,1.9124815574034035,True,False,False
128,2017-01-10 05:00:00,-1.3,340,2.5,0.0,61.1621,0.0,-4.5805,1,0.0,3.280469576346386,True,False,False
131,2017-01-10 06:00:00,-2.0,320,1.2,0.0,58.7121,0.0,-3.4946,1,0.0,0.0,True,False,False
145,2017-01-10 07:00:00,-2.4,340,1.0,0.0,56.5721,0.0,-3.4959,1,0.0,0.0,True,False,False
157,2017-01-10 08:00:00,-2.5,320,1.1,0.0,51.0966,0.0,-3.8399,1,0.0,0.0,True,False,False
148,2017-01-10 09:00:00,-1.5,270,1.0,0.0,47.4634,0.31,-2.4985,1,0.0,0.0,True,False,False
124,2017-01-10 10:00:00,-0.8,290,1.6,0.0,39.8876,0.85,-2.8432,1,0.0,2.043202406549557,True,False,False
