청주 지역공급량(Gcal),datetime,기온(°C),풍향(16방위),풍속(m/s),강수량(mm),상대습도(%),일사(MJ/m2),체감온도(°C)
144,2017-01-01 0:00,2.4,290,0.5,0,78.4865,0,3.1658
135,2017-01-01 1:00,2.2,0,0.2,0,78.2156,0,4.5271
136,2017-01-01 2:00,1.9,340,0.5,0,79.9075,0,2.6373
132,2017-01-01 3:00,1.1,230,0.5,0,83.113,0,1.7916
118,2017-01-01 4:00,1,0,0,0,83.7126,0,13.7415
130,2017-01-01 5:00,0.6,320,0.5,0,87.7289,0,1.2631
121,2017-01-01 6:00,-0.7,360,0.7,0,89.5255,0,-0.8189
133,2017-01-01 7:00,-1,340,0.9,0,89.7492,0,-1.703
133,2017-01-01 8:00,-0.2,180,0.7,0,89.6429,0,-0.2783
140,2017-01-01 9:00,0.5,200,0.5,0,86.7864,0.13,1.1574
130,2017-01-01 10:00,1.9,320,0.8,0,82.7614,0.59,1.7264
114,2017-01-01 11:00,2.1,340,0.9,0,81.5879,0.74,1.7072
94,2017-01-01 12:00,4.9,0,0.4,0,65.813,1.15,6.1718
82,2017-01-01 13:00,6.5,200,0.9,0,62.0078,1.23,6.5474
80,2017-01-01 14:00,7.8,180,1.5,0,55.7798,1.27,7.1266
72,2017-01-01 15:00,8.4,250,1.1,0,52.6435,1.09,8.3209
77,2017-01-01 16:00,7.9,320,0.7,0,56.3407,0.56,8.4793
96,2017-01-01 17:00,7.5,70,0.6,0,58.8633,0.15,8.284
122,2017-01-01 18:00,6.7,0,0,0,62.1795,0.02,17.284
143,2017-01-01 19:00,5.2,70,0.6,0,67.8441,0,5.823
152,2017-01-01 20:00,3.8,360,1.3,0,73.578,0,2.8558
158,2017-01-01 21:00,3.4,320,0.8,0,74.399,0,3.363
157,2017-01-01 22:00,3.5,200,0.5,0,76.4234,0,4.3286
149,2017-01-01 23:00,2.7,270,0.6,0,79.5266,0,3.148
135,2017-01-02 0:00,3,160,1.3,0,77.8528,0,1.9526
125,2017-01-02 1:00,2.8,180,0.5,0,76.2868,0,3.5887
118,2017-01-02 2:00,2,0,0.4,0,83.5895,0,3.1506
109,2017-01-02 3:00,1.3,270,0.9,0,81.9269,0,0.8271
113,2017-01-02 4:00,1.3,110,0.8,0,81.9269,0,1.0717
113,2017-01-02 5:00,2,0,0.3,0,80.756,0,3.655
111,2017-01-02 6:00,2.3,0,0.4,0,80.4338,0,3.4631
120,2017-01-02 7:00,2.3,250,0.6,0,80.4338,0,2.72
125,2017-01-02 8:00,2.6,0,0.3,0,80.0934,0,4.2687
132,2017-01-02 9:00,2.9,180,0.8,0,79.7353,0.07,2.8175
119,2017-01-02 10:00,3.9,230,0.6,0,75.5399,0.28,4.432
107,2017-01-02 11:00,5.7,180,0.7,0,67.7144,0.51,6.1007
95,2017-01-02 12:00,6.4,180,0.9,0,64.5175,0.8,6.4374
82,2017-01-02 13:00,9.5,200,1.6,0,56.4596,1.02,8.9627
83,2017-01-02 14:00,9.7,180,2.2,0,58.2004,1.36,8.6714
82,2017-01-02 15:00,11.1,250,1.9,0,53.7659,1.05,10.5395
82,2017-01-02 16:00,10.2,250,2.1,0,57.0877,0.68,9.3339
85,2017-01-02 17:00,9.7,250,2.5,0,59.8633,0.1,8.4549
102,2017-01-02 18:00,8.7,270,2,0,64.0359,0,7.6647
125,2017-01-02 19:00,7.2,290,1.5,0,67.9629,0,6.4422
143,2017-01-02 20:00,6.6,320,1,0,69.793,0,6.4778
143,2017-01-02 21:00,6.2,270,1.1,0,70.6885,0,5.8664
151,2017-01-02 22:00,6.2,290,0.9,0,69.6335,0,6.2174
146,2017-01-02 23:00,5.2,290,1.2,0,70.1056,0,4.5881
137,2017-01-03 0:00,4.7,290,2,0,73.7636,0,3.0036
130,2017-01-03 1:00,4.1,270,1.6,0,70.8224,0,2.7732
118,2017-01-03 2:00,3.6,290,1.6,0,70.8278,0,2.2001
118,2017-01-03 3:00,2.9,270,1.7,0,73.0907,0,1.2659
114,2017-01-03 4:00,2.3,270,1.5,0,76.2734,0,0.8522
115,2017-01-03 5:00,1.6,270,1.4,0,78.7252,0,0.208
116,2017-01-03 6:00,1.3,250,1.1,0,80.4373,0,0.3997
126,2017-01-03 7:00,1.1,270,0.5,0,78.5795,0,1.7916
136,2017-01-03 8:00,0.8,180,1,0,84.9277,0,0.0503
145,2017-01-03 9:00,1.5,0,0.3,0,80.76,0.21,3.1435
117,2017-01-03 10:00,2.7,200,0.9,0,72.7871,0.64,2.3672
92,2017-01-03 11:00,4.5,230,1.1,0,61.7409,1.16,3.9698
82,2017-01-03 12:00,5.6,320,1.5,0,49.4892,1.49,4.6169
70,2017-01-03 13:00,6.5,320,1.8,0,47.5393,1.58,5.3027
67,2017-01-03 14:00,7.4,180,2.3,0,46.6364,1.51,5.8882
68,2017-01-03 15:00,8,230,1.8,0,42.9012,1.19,7.037
73,2017-01-03 16:00,8.1,230,1.6,0,38.9055,0.74,7.358
86,2017-01-03 17:00,7.2,250,1.5,0,47.2785,0.26,6.4422
99,2017-01-03 18:00,6.3,270,1.5,0,53.4378,0.01,5.4154
124,2017-01-03 19:00,5.2,250,1.2,0,59.929,0,4.5881
137,2017-01-03 20:00,4.4,250,1.2,0,66.9576,0,3.69
144,2017-01-03 21:00,3.6,230,0.8,0,70.8278,0,3.5813
154,2017-01-03 22:00,3.1,250,0.8,0,73.3724,0,3.0357
149,2017-01-03 23:00,2.6,200,0.7,0,74.6633,0,2.749
135,2017-01-04 0:00,1.9,180,0.8,0,77.0537,0,1.7264
126,2017-01-04 1:00,1.3,180,1,0,77.4582,0,0.6044
123,2017-01-04 2:00,0.7,0,0.1,0,80.8759,0,4.1354
117,2017-01-04 3:00,1.4,160,1.1,0,78.3838,0,0.5112
108,2017-01-04 4:00,1.5,180,0.5,0,77.8233,0,2.2145
105,2017-01-04 5:00,2,0,0.3,0,76.5057,0,3.655
101,2017-01-04 6:00,2.3,0,0.3,0,76.2734,0,3.9618
112,2017-01-04 7:00,2.3,290,0.5,0,77.6602,0,3.0601
125,2017-01-04 8:00,1.4,0,0.1,0,82.8206,0,4.8061
125,2017-01-04 9:00,2.6,0,0.1,0,76.0209,0.1,5.956
115,2017-01-04 10:00,2.9,340,1.2,0,75.7485,0.27,2.0062
102,2017-01-04 11:00,4.3,320,0.7,0,69.8358,0.45,4.587
88,2017-01-04 12:00,6.2,250,1.1,0,64.3582,1.1,5.8664
73,2017-01-04 13:00,8.5,200,1.2,0,60.4012,1.46,8.2927
71,2017-01-04 14:00,8.6,290,1.5,0,42.0853,1.31,8.0393
65,2017-01-04 15:00,9.9,270,1.4,0,35.2754,1.15,9.6294
76,2017-01-04 16:00,9.4,290,1.6,0,30.5411,0.77,8.848
83,2017-01-04 17:00,8.4,270,1.5,0,36.3059,0.26,7.8111
96,2017-01-04 18:00,7.3,290,1.4,0,36.1954,0.02,6.6781
113,2017-01-04 19:00,6,340,1.3,0,35.3009,0,5.3397
130,2017-01-04 20:00,5.3,340,2.4,0,33.687,0,3.3265
145,2017-01-04 21:00,4.5,320,1.1,0,41.5563,0,3.9698
151,2017-01-04 22:00,4,320,1.6,0,46.7278,0,2.6586
145,2017-01-04 23:00,2.8,180,0.9,0,52.1963,0,2.4772
142,2017-01-05 0:00,2.3,140,0.7,0,54.0848,0,2.4246
127,2017-01-05 1:00,1.6,140,1.1,0,58.315,0,0.7344
121,2017-01-05 2:00,1.5,160,1,0,55.7978,0,0.826
122,2017-01-05 3:00,0.3,360,1,0,68.8408,0,-0.5038
113,2017-01-05 4:00,-0.4,360,1.1,0,72.4284,0,-1.497
115,2017-01-05 5:00,0.1,360,1,0,68.2206,0,-0.7254
111,2017-01-05 6:00,0.1,50,1.3,0,68.2206,0,-1.3217
129,2017-01-05 7:00,-0.2,360,1.3,0,71.3823,0,-1.6604
136,2017-01-05 8:00,-0.1,360,1.6,0,72.5139,0,-2.0409
136,2017-01-05 9:00,0.9,20,1.8,0,70.5208,0.18,-1.1719
118,2017-01-05 10:00,1.8,360,1.8,0,68.9834,0.46,-0.1314
103,2017-01-05 11:00,3.5,50,2.1,0,61.1387,0.64,1.498
92,2017-01-05 12:00,5.2,70,2.5,0,55.406,0.79,3.1223
88,2017-01-05 13:00,6.5,360,1.8,0,50.6397,0.71,5.3027
81,2017-01-05 14:00,8.4,90,1,0,48.1053,0.79,8.4725
88,2017-01-05 15:00,9,110,3.2,0,48.8064,0.54,7.1787
91,2017-01-05 16:00,8.9,110,4,0,49.137,0.27,6.6365
100,2017-01-05 17:00,8.5,110,4,0,50.4846,0.13,6.1449
112,2017-01-05 18:00,8.2,110,2.9,0,49.6826,0.01,6.4001
126,2017-01-05 19:00,7.9,110,2.3,0,48.8286,0,6.477
139,2017-01-05 20:00,7.5,110,2.6,0,51.1435,0,5.7727
149,2017-01-05 21:00,7.2,140,2,0,50.2334,0,5.9168
151,2017-01-05 22:00,6.9,110,2.8,0,51.2769,0,4.9123
139,2017-01-05 23:00,6.6,110,2.7,0,52.3447,0,4.6272
129,2017-01-06 0:00,6.3,110,2.8,0,53.4378,0,4.1951
117,2017-01-06 1:00,5.9,110,1.7,0,53.8573,0,4.7199
105,2017-01-06 2:00,5.2,50,1.2,0,57.6675,0,4.5881
104,2017-01-06 3:00,4.9,50,1.6,0,60.0399,0,3.6901
98,2017-01-06 4:00,4.4,50,0.8,0,62.1749,0,4.4542
97,2017-01-06 5:00,4.4,70,1.1,0,62.1749,0,3.8582
103,2017-01-06 6:00,4.8,110,1.6,0,60.4602,0,3.5755
109,2017-01-06 7:00,3.4,250,0.5,0,67.9853,0,4.2229
126,2017-01-06 8:00,3,340,1.2,0,69.9356,0,2.1184
123,2017-01-06 9:00,4.8,0,0.3,0,63.9483,0.22,6.5191
101,2017-01-06 10:00,5.7,320,0.6,0,58.9771,0.54,6.358
85,2017-01-06 11:00,7.6,140,1.6,0,49.8371,1.23,6.7849
75,2017-01-06 12:00,8.9,160,2.2,0,44.7498,1.56,7.7325
70,2017-01-06 13:00,9.6,140,1.9,0,41.0148,1.68,8.7982
66,2017-01-06 14:00,10.1,110,1.2,0,39.6629,1.59,10.0888
66,2017-01-06 15:00,10.8,250,1.1,0,38.6255,1.32,10.9985
68,2017-01-06 16:00,10.5,200,1.5,0,39.4055,0.87,10.2068
72,2017-01-06 17:00,9.5,230,1,0,42.9767,0.32,9.6915
80,2017-01-06 18:00,8.5,0,0.4,0,47.78,0.01,9.9224
111,2017-01-06 19:00,7.7,160,1.5,0,50.4502,0,7.0126
125,2017-01-06 20:00,7.2,160,1.9,0,52.2034,0,6.0123
128,2017-01-06 21:00,6.4,140,1.3,0,55.152,0,5.7914
139,2017-01-06 22:00,5.5,140,1.2,0,59.8007,0,4.9249
134,2017-01-06 23:00,4.3,140,0.5,0,62.6114,0,5.1743
130,2017-01-07 0:00,3.8,0,0.2,0,67.3426,0,6.1234
118,2017-01-07 1:00,2.3,0,0.3,0,74.8866,0,3.9618
119,2017-01-07 2:00,2.5,140,0.9,0,71.0936,0,2.1472
110,2017-01-07 3:00,0.8,360,0.7,0,81.8394,0,0.8029
109,2017-01-07 4:00,0.8,0,0.3,0,81.8394,0,2.4275
100,2017-01-07 5:00,0,360,0.8,0,81.8063,0,-0.3468
105,2017-01-07 6:00,-0.3,0,0.3,0,83.6092,0,1.3023
111,2017-01-07 7:00,-0.2,360,0.5,0,83.0027,0,0.4174
115,2017-01-07 8:00,-0.9,0,0,0,85.6015,0,12.5606
122,2017-01-07 9:00,0.6,160,0.5,0,78.3294,0.19,1.2631
103,2017-01-07 10:00,0.8,20,1.4,0,78.7511,0.59,-0.7001
100,2017-01-07 11:00,3.5,0,0.4,0,67.5073,1.09,4.7133
75,2017-01-07 12:00,4.6,340,1.3,0,64.8478,1.07,3.7591
75,2017-01-07 13:00,8.3,200,0.9,0,51.1743,1.64,8.5275
61,2017-01-07 14:00,8.2,360,0.8,0,47.8425,1.63,8.6004
72,2017-01-07 15:00,8.7,340,1.1,0,48.9163,0.93,8.6556
64,2017-01-07 16:00,8.3,50,1.5,0,50.2604,0.41,7.697
84,2017-01-07 17:00,8.2,70,2,0,49.6826,0.17,7.0821
94,2017-01-07 18:00,7.5,70,1.7,0,54.0384,0.02,6.562
115,2017-01-07 19:00,7.1,50,1.6,0,55.5374,0,6.2118
116,2017-01-07 20:00,6.2,360,0.6,0,62.2481,0,6.893
128,2017-01-07 21:00,5.9,50,0.5,0,62.4744,0,6.8657
112,2017-01-07 22:00,5.2,320,1,0,65.5827,0,4.9263
120,2017-01-07 23:00,4.9,320,0.7,0,64.6584,0,5.2357
114,2017-01-08 0:00,4.9,0,0.4,0,64.6584,0,6.1718
97,2017-01-08 1:00,4.8,340,1.1,0,62.7856,0,4.3045
95,2017-01-08 2:00,4.6,20,0.9,0,63.6687,0,4.4573
86,2017-01-08 3:00,4.5,360,0.6,0,65.3028,0,5.074
80,2017-01-08 4:00,4,360,1.2,0,68.8621,0,3.241
79,2017-01-08 5:00,4.4,360,0.7,0,66.9576,0,4.6951
80,2017-01-08 6:00,4.3,20,1.3,0,67.4276,0,3.4203
86,2017-01-08 7:00,4,340,1,0,68.8621,0,3.5965
88,2017-01-08 8:00,3.5,0,0.2,0,68.781,0,5.8241
100,2017-01-08 9:00,4.3,70,0.9,0,66.2236,0.15,4.1273
87,2017-01-08 10:00,6.3,340,1.3,0,58.6768,0.81,5.6785
76,2017-01-08 11:00,8.3,70,1.5,0,52.0881,1.26,7.697
63,2017-01-08 12:00,10.6,360,1,0,46.9722,1.62,10.9106
55,2017-01-08 13:00,11.1,340,1.1,0,44.6787,1.46,11.3332
53,2017-01-08 14:00,11.6,320,1.5,0,43.9554,1.1,11.4617
55,2017-01-08 15:00,12.1,290,1.8,0,43.2379,0.89,11.7773
63,2017-01-08 16:00,12,290,1.4,0,42.0966,0.59,12.0131
75,2017-01-08 17:00,11.7,270,1.5,0,42.2104,0.21,11.5758
98,2017-01-08 18:00,10,320,2.5,0,50.5227,0.01,8.8104
115,2017-01-08 19:00,9.2,290,1.8,0,53.3118,0,8.4244
121,2017-01-08 20:00,8.4,270,1.8,0,56.2741,0,7.4994
127,2017-01-08 21:00,7.2,270,2.5,0,64.023,0,5.4923
130,2017-01-08 22:00,6.5,290,2.1,0,67.1751,0,5.0066
106,2017-01-08 23:00,6.2,270,1.5,0,67.5234,0,5.3013
106,2017-01-09 0:00,5.9,290,2.4,0,68.9373,0,4.0354
95,2017-01-09 1:00,5.6,320,1.7,0,67.0853,0,4.3745
87,2017-01-09 2:00,5.2,290,2.6,0,71.2363,0,3.039
79,2017-01-09 3:00,5.1,290,2.2,0,69.4571,0,3.2727
84,2017-01-09 4:00,5,290,2.8,0,63.0625,0,2.6411
86,2017-01-09 5:00,4.6,290,2.5,0,64.8478,0,2.4112
97,2017-01-09 6:00,4.4,270,1.5,0,64.5663,0,3.2479
107,2017-01-09 7:00,4.1,250,1.5,0,68.3802,0,2.9056
124,2017-01-09 8:00,4.1,270,1.9,0,65.9381,0,2.4137
117,2017-01-09 9:00,4.3,270,2.1,0,65.0195,0.05,2.4336
109,2017-01-09 10:00,4,290,2.7,0,66.4027,0.12,1.5279
100,2017-01-09 11:00,4.7,320,2.4,0,57.3717,0.97,2.6177
89,2017-01-09 12:00,5,270,2.9,0,53.8898,1.06,2.5646
75,2017-01-09 13:00,5.4,290,2.5,0,49.0655,1.5,3.3593
74,2017-01-09 14:00,5.5,290,3.5,0,43.1894,1.57,2.7554
74,2017-01-09 15:00,5.7,320,2.8,0,41.5024,0.72,3.4779
79,2017-01-09 16:00,5.6,320,3,0,43.9904,0.86,3.2113
89,2017-01-09 17:00,4.3,320,2.6,0,51.7748,0.36,1.9693
106,2017-01-09 18:00,3.3,320,1.9,0,56.8409,0.01,1.485
137,2017-01-09 19:00,2.1,320,2.1,0,60.4876,0,-0.1393
145,2017-01-09 20:00,1.6,270,1.6,0,55.3992,0,-0.0923
155,2017-01-09 21:00,0.9,270,0.9,0,53.6571,0,0.3871
162,2017-01-09 22:00,0.9,320,1,0,50.591,0,0.1611
147,2017-01-09 23:00,0.2,250,1.3,0,53.2146,0,-1.2088
139,2017-01-10 0:00,0.1,270,1.9,0,53.6019,0,-2.2296
133,2017-01-10 1:00,-0.5,290,1.5,0,57.6877,0,-2.3421
140,2017-01-10 2:00,-0.9,270,1.6,0,62.8909,0,-2.9578
134,2017-01-10 3:00,-1.1,270,1.4,0,62.0457,0,-2.8568
130,2017-01-10 4:00,-1,270,1.5,0,61.5926,0,-2.9125
128,2017-01-10 5:00,-1.3,340,2.5,0,61.1621,0,-4.5805
131,2017-01-10 6:00,-2,320,1.2,0,58.7121,0,-3.4946
145,2017-01-10 7:00,-2.4,340,1,0,56.5721,0,-3.4959
157,2017-01-10 8:00,-2.5,320,1.1,0,51.0966,0,-3.8399
148,2017-01-10 9:00,-1.5,270,1,0,47.4634,0.31,-2.4985
124,2017-01-10 10:00,-0.8,290,1.6,0,39.8876,0.85,-2.8432
105,2017-01-10 11:00,1.1,290,1.4,0,43.8232,1.32,-0.3596
94,2017-01-10 12:00,1.1,320,2.1,0,40.8009,1.3,-1.3089
84,2017-01-10 13:00,2,320,3,0,45.3367,1.05,-1.1148
87,2017-01-10 14:00,1.5,290,3.3,0,57.2662,0.95,-1.958
89,2017-01-10 15:00,0.5,340,2.4,0,74.1629,1,-2.344
89,2017-01-10 16:00,0.8,270,2.5,0,63.3097,0.62,-2.0919
82,2017-01-10 17:00,0.5,290,1.9,0,56.8056,0.18,-1.7653
105,2017-01-10 18:00,-0.1,270,2.5,0,52.7374,0.02,-3.1584
133,2017-01-10 19:00,-0.8,320,1.5,0,52.0273,0,-2.6843
163,2017-01-10 20:00,-1.5,340,3.9,0,51.1145,0,-6.0715
173,2017-01-10 21:00,-2,290,1.5,0,54.9242,0,-4.0533
172,2017-01-10 22:00,-2.5,290,2.6,0,47.1661,0,-6.1131
170,2017-01-10 23:00,-2.9,290,3.3,0,50.6124,0,-7.2848
155,2017-01-11 0:00,-3.5,290,2.6,0,48.6917,0,-7.3017
156,2017-01-11 1:00,-4.6,290,3.5,0,45.9844,0,-9.5283
153,2017-01-11 2:00,-5.4,290,2.9,0,39.0825,0,-9.9006
140,2017-01-11 3:00,-6.1,340,1.4,0,38.6449,0,-8.5324
136,2017-01-11 4:00,-6.3,320,3,0,34.0083,0,-11.0891
141,2017-01-11 5:00,-6.6,320,1.1,0,37.4752,0,-8.4141
145,2017-01-11 6:00,-6.9,270,0.8,0,38.3478,0,-7.8755
155,2017-01-11 7:00,-7,230,1.1,0,41.4044,0,-8.8604
167,2017-01-11 8:00,-6.6,180,1.1,0,40.152,0,-8.4141
169,2017-01-11 9:00,-5.3,160,1.7,0,36.3628,0.32,-8.1749
127,2017-01-11 10:00,-4.2,250,1.1,0,29.0036,0.85,-5.7365
113,2017-01-11 11:00,-2.8,180,1.4,0,24.1138,1.35,-4.7865
99,2017-01-11 12:00,-0.7,180,2.1,0,25.8247,1.65,-3.414
89,2017-01-11 13:00,0,250,1.7,0,31.0864,1.86,-2.0729
88,2017-01-11 14:00,0.5,230,2.3,0,34.7146,1.52,-2.237
95,2017-01-11 15:00,0.4,250,2.4,0,38.1455,0.49,-2.4622
113,2017-01-11 16:00,0.7,230,2.3,0,43.5486,0.24,-2.0015
123,2017-01-11 17:00,-0.7,250,2.6,0,56.8143,0.17,-3.9737
145,2017-01-11 18:00,-1.3,230,1.8,0,62.961,0.01,-3.7155
160,2017-01-11 19:00,-1.6,250,1.5,0,68.0422,0,-3.597
177,2017-01-11 20:00,-2.1,250,1.4,0,70.5959,0,-3.9919
182,2017-01-11 21:00,-2.5,250,1.4,0,76.6449,0,-4.446
181,2017-01-11 22:00,-2.8,250,1.4,0,80.3794,0,-4.7865
182,2017-01-11 23:00,-2.7,200,1.2,0,79.7846,0,-4.2804
162,2017-01-12 0:00,-2.3,200,1.9,0,77.4563,0,-5.0156
154,2017-01-12 1:00,-2.4,230,0.5,0,76.0797,0,-1.9082
140,2017-01-12 2:00,-2.8,200,1.4,0,76.3604,0,-4.7865
135,2017-01-12 3:00,-3,230,0.8,0,77.5036,0,-3.6201
139,2017-01-12 4:00,-3,180,0.7,0,81.5827,0,-3.3057
126,2017-01-12 5:00,-3,160,1.2,0,83.6223,0,-4.6172
134,2017-01-12 6:00,-2.8,180,0.8,0,84.3984,0,-3.4019
144,2017-01-12 7:00,-2.6,200,1.2,0,85.135,0,-4.1681
159,2017-01-12 8:00,-2.7,0,0.4,0,85.7684,0,-1.746
153,2017-01-12 9:00,-1.7,200,1.1,0,77.8066,0.24,-2.9473
130,2017-01-12 10:00,-0.8,270,0.9,0,74.5725,0.4,-1.483
120,2017-01-12 11:00,-0.3,270,1.5,0,70.2318,0.31,-2.1139
119,2017-01-12 12:00,-0.5,200,1.7,0.1,84.8349,0.2,-2.6486
114,2017-01-12 13:00,1.2,200,1.6,0,82.5182,0.57,-0.5508
111,2017-01-12 14:00,1.7,200,1.3,0,76.716,0.46,0.4848
113,2017-01-12 15:00,1.7,320,1.6,0,62.2413,0.3,0.0223
113,2017-01-12 16:00,1.7,290,2.1,0,53.5564,0.39,-0.6071
137,2017-01-12 17:00,0.6,290,2.4,0,37.5981,0.22,-2.2259
141,2017-01-12 18:00,-0.5,290,1.6,0,42.4175,0.03,-2.4993
167,2017-01-12 19:00,-0.9,270,1.7,0,43.6742,0,-3.1091
184,2017-01-12 20:00,-1.5,270,1.1,0,49.289,0,-2.7242
188,2017-01-12 21:00,-1.9,270,1.1,0,48.8814,0,-3.1705
195,2017-01-12 22:00,-2.3,270,1.6,0,48.4102,0,-4.5625
187,2017-01-12 23:00,-2.7,290,1.2,0,45.8761,0,-4.2804
180,2017-01-13 0:00,-3.3,320,0.9,0,43.7993,0,-4.2331
164,2017-01-13 1:00,-3.6,290,1.1,0,38.3926,0,-5.0671
160,2017-01-13 2:00,-4.5,0,0.4,0,41.0753,0,-3.6213
150,2017-01-13 3:00,-4.8,270,0.6,0,42.0148,0,-4.8769
149,2017-01-13 4:00,-5,0,0.3,0,40.2853,0,-3.5054
145,2017-01-13 5:00,-5,180,0.8,0,49.7642,0,-5.8024
150,2017-01-13 6:00,-6.1,160,1.1,0,54.1028,0,-7.8563
156,2017-01-13 7:00,-6.7,340,0.7,0,64.7371,0,-7.3061
167,2017-01-13 8:00,-6.6,160,1.1,0,53.5361,0.01,-8.4141
170,2017-01-13 9:00,-4.6,160,0.7,0,45.9844,0.3,-5.0356
144,2017-01-13 10:00,-3.7,160,1.1,0,42.9784,0.72,-5.1787
116,2017-01-13 11:00,-2.2,250,1.3,0,49.975,1.14,-3.9185
112,2017-01-13 12:00,-2.5,290,1.9,0,55.0271,0.77,-5.2478
112,2017-01-13 13:00,-3.1,320,3,0,73.9736,0.56,-7.2436
135,2017-01-13 14:00,-2.9,340,2.5,0,74.9064,0.56,-6.4765
133,2017-01-13 15:00,-1.6,290,2.7,0,60.6863,1.34,-5.1474
126,2017-01-13 16:00,-2,290,2.9,0,49.2424,0.69,-5.8254
140,2017-01-13 17:00,-2.9,270,2.5,0,58.7104,0.21,-6.4765
161,2017-01-13 18:00,-2.9,270,2.8,0,56.6859,0.02,-6.8021
190,2017-01-13 19:00,-3.2,270,1.7,0,57.965,0,-5.7571
197,2017-01-13 20:00,-3,270,1.7,0,57.1079,0,-5.5268
193,2017-01-13 21:00,-3.2,290,2.7,0,62.1054,0,-7.0546
198,2017-01-13 22:00,-3.8,320,2.1,0,54.1266,0,-7.0396
193,2017-01-13 23:00,-4.7,340,3.3,0,53.2827,0,-9.4639
188,2017-01-14 0:00,-5.6,320,2.7,0,52.0807,0,-9.9154
176,2017-01-14 1:00,-5.9,320,2.1,0,50.746,0,-9.4956
172,2017-01-14 2:00,-6.4,340,1.1,0,44.8135,0,-8.191
165,2017-01-14 3:00,-6.8,360,1.9,0,46.2095,0,-10.2393
161,2017-01-14 4:00,-6.9,360,1.8,0,46.5651,0,-10.1901
152,2017-01-14 5:00,-6.9,290,1.4,0,46.5651,0,-9.4404
150,2017-01-14 6:00,-7.5,270,1.3,0,48.7693,0,-9.9025
159,2017-01-14 7:00,-7.6,290,0.9,0,49.1472,0,-8.9634
164,2017-01-14 8:00,-7.7,270,1.5,0,49.5295,0.01,-10.5559
171,2017-01-14 9:00,-6.8,360,1.2,0,46.2095,0.33,-8.883
153,2017-01-14 10:00,-6.2,290,2.3,0,36.3448,0.9,-10.1267
142,2017-01-14 11:00,-6.1,290,3.4,0,30.9159,1.42,-11.2569
140,2017-01-14 12:00,-5.3,320,3,0,24.2418,1.75,-9.8874
125,2017-01-14 13:00,-5.3,290,3.7,0,21.8177,1.89,-10.5601
126,2017-01-14 14:00,-4.8,320,3.7,0,21.0074,1.8,-9.9493
118,2017-01-14 15:00,-4.3,290,3.3,0,22.4785,1.5,-8.9797
128,2017-01-14 16:00,-5,290,3.4,0,26.067,1.05,-9.9221
145,2017-01-14 17:00,-5.3,290,3.8,0,26.666,0.44,-10.6473
164,2017-01-14 18:00,-5.8,290,2.3,0,32.7349,0.03,-9.6557
196,2017-01-14 19:00,-6.1,290,2.2,0,33.4922,0,-9.8719
205,2017-01-14 20:00,-6.5,320,2.8,0,34.5322,0,-11.1054
210,2017-01-14 21:00,-7.1,320,3.2,0,30.5981,0,-12.2659
209,2017-01-14 22:00,-7.5,340,3.1,0,31.5566,0,-12.6416
200,2017-01-14 23:00,-7.8,320,1.8,0,35.233,0,-11.2307
190,2017-01-15 0:00,-8,320,2.9,0,32.8016,0,-13.0169
184,2017-01-15 1:00,-8.6,320,0.7,0,34.3686,0,-9.3604
173,2017-01-15 2:00,-8.5,320,2.5,0,31.002,0,-13.1127
167,2017-01-15 3:00,-8.8,340,1.8,0,31.736,0,-12.3869
173,2017-01-15 4:00,-9.2,20,0.6,0,32.745,0,-9.5849
165,2017-01-15 5:00,-10.5,0,0.4,0,50.789,0,-9.8722
170,2017-01-15 6:00,-9.8,200,0.6,0,41.1904,0,-10.2269
170,2017-01-15 7:00,-10.6,140,1.2,0,47.5372,0,-13.1489
177,2017-01-15 8:00,-10.8,0,0.2,0,52.0117,0,-8.443
179,2017-01-15 9:00,-8.5,160,0.8,0,43.4028,0.36,-9.6213
158,2017-01-15 10:00,-6.7,140,0.6,0,32.3686,0.91,-6.9099
140,2017-01-15 11:00,-5.7,250,1.6,0,27.4883,1.43,-8.4596
137,2017-01-15 12:00,-4.4,290,1.5,0,24.9134,1.76,-6.7912
116,2017-01-15 13:00,-2.9,290,1.9,0,22.2695,1.89,-5.7121
118,2017-01-15 14:00,-1.4,250,1.6,0,23.558,1.79,-3.5309
112,2017-01-15 15:00,-1.3,290,2,0,25.1844,1.52,-3.988
113,2017-01-15 16:00,-1.5,290,2.3,0,27.3828,1.06,-4.5921
128,2017-01-15 17:00,-2.2,290,2.2,0,32.676,0.48,-5.2947
153,2017-01-15 18:00,-2.9,270,1,0,40.4899,0.02,-4.05
186,2017-01-15 19:00,-3.7,340,0.6,0,45.1273,0,-3.6999
198,2017-01-15 20:00,-4.1,340,0.9,0,46.5013,0,-5.1132
211,2017-01-15 21:00,-4.2,270,0.9,0,51.3141,0,-5.2232
205,2017-01-15 22:00,-4.5,230,0.6,0,52.4851,0,-4.5559
196,2017-01-15 23:00,-5.2,180,1,0,55.335,0,-6.5988
182,2017-01-16 0:00,-6.2,290,0.6,0,59.7092,0,-6.3749
173,2017-01-16 1:00,-7,360,0.9,0,66.2471,0,-8.3033
172,2017-01-16 2:00,-8.1,0,0.4,0,69.1189,0,-7.3718
167,2017-01-16 3:00,-8.4,290,0.8,0,67.6756,0,-9.5122
162,2017-01-16 4:00,-8.7,360,0.5,0,69.2761,0,-8.568
