청주 지역공급량(Gcal),datetime,기온(°C),풍향(16방위),풍속(m/s),강수량(mm),상대습도(%),일사(MJ/m2),체감온도(°C)
13,2018-07-29 0:00,26.6,0,0.4,0,83.5525,0,28.8631
9,2018-07-29 1:00,26.2,50,1,0,84.6683,0,28.5333
9,2018-07-29 2:00,26.4,0,0.2,0,85.707,0,28.8146
8,2018-07-29 3:00,26.2,320,1.6,0,88.7841,0,28.8306
6,2018-07-29 4:00,25.9,0,0.3,0,89.7768,0,28.5917
6,2018-07-29 5:00,25.9,50,0.8,0,88.879,0,28.5276
7,2018-07-29 6:00,25.9,340,1,0,87.682,0.02,28.4419
9,2018-07-29 7:00,27,20,1.1,0,80.7662,0.38,29.0679
14,2018-07-29 8:00,27.5,20,2.1,0,75.4347,1.06,29.1765
17,2018-07-29 9:00,29.3,360,1.7,0,67.6867,1.79,30.3904
21,2018-07-29 10:00,30.6,340,2.3,0,61.6704,2.46,31.191
10,2018-07-29 11:00,31.7,360,2.9,0,53.859,2.93,31.5777
10,2018-07-29 12:00,33.3,50,1.8,0,49.7909,2.8,32.7585
14,2018-07-29 13:00,33.2,340,2.9,0,48.8932,2.44,32.568
17,2018-07-29 14:00,34.2,360,2.7,0,42.8887,2.53,32.8982
16,2018-07-29 15:00,34.3,360,3.6,0,41.9117,2.42,32.8839
14,2018-07-29 16:00,35.4,20,3.3,0,36.8227,2.48,33.3297
14,2018-07-29 17:00,34.8,20,3.7,0,38.7863,1.96,32.9977
15,2018-07-29 18:00,34.1,20,3.7,0,40.7016,1.22,32.5507
14,2018-07-29 19:00,33.2,50,4.2,0,35.9336,0.57,31.1198
17,2018-07-29 20:00,31.8,20,2.8,0,40.8031,0.06,30.345
18,2018-07-29 21:00,30.9,70,4.1,0,46.7521,0,30.0976
18,2018-07-29 22:00,30,50,3.1,0,50.8764,0,29.6173
17,2018-07-29 23:00,29,20,2.7,0,54.8983,0,28.9995
13,2018-07-30 0:00,28.5,50,2.6,0,59.5977,0,28.9117
10,2018-07-30 1:00,27.9,20,1.7,0,61.7187,0,28.4906
8,2018-07-30 2:00,27.4,20,2.4,0,63.5514,0,28.1403
8,2018-07-30 3:00,26.8,20,2.8,0,66.6831,0,27.7882
6,2018-07-30 4:00,26.6,20,1.5,0,68.9093,0,27.7607
8,2018-07-30 5:00,26.6,20,0.8,0,69.7706,0,27.8273
8,2018-07-30 6:00,26.1,360,1.1,0,71.8627,0.02,27.4818
13,2018-07-30 7:00,26.7,50,1.6,0,68.7897,0.38,27.8522
19,2018-07-30 8:00,28.5,50,1.4,0,63.9647,1.06,29.2777
23,2018-07-30 9:00,29.7,50,1.5,0,60.6299,1.5,30.1988
29,2018-07-30 10:00,31.2,140,2.4,0,54.7542,2.28,31.1661
28,2018-07-30 11:00,31.6,90,4.4,0,49.8672,2.33,31.0928
26,2018-07-30 12:00,34.2,140,2.2,0,45.8594,3.28,33.2278
24,2018-07-30 13:00,34.5,140,3.3,0,40.8995,3.48,32.9602
26,2018-07-30 14:00,33.2,50,3,0,45.9479,2.57,32.2596
23,2018-07-30 15:00,33.7,70,3.1,0,44.868,1.81,32.6313
22,2018-07-30 16:00,35.2,160,2.4,0,39.8669,1.74,33.5138
20,2018-07-30 17:00,34.2,200,2.5,0,44.7454,1.75,33.1057
17,2018-07-30 18:00,34,160,2.7,0,46.7499,0.65,33.1281
15,2018-07-30 19:00,33.6,160,3.4,0,45.696,0.36,32.6235
16,2018-07-30 20:00,32.4,160,2.8,0,49.9158,0.03,31.8847
16,2018-07-30 21:00,31.5,160,2.4,0,52.7457,0,31.2736
23,2018-07-30 22:00,30.9,140,2.3,0,53.9103,0,30.7899
26,2018-07-30 23:00,30.4,140,2.2,0,52.7135,0,30.1837
19,2018-07-31 0:00,29.7,140,2.4,0,53.6802,0,29.5818
16,2018-07-31 1:00,29,110,2.2,0,54.8983,0,28.9995
14,2018-07-31 2:00,28.3,160,2.2,0,56.6569,0,28.4606
11,2018-07-31 3:00,27.8,140,1.7,0,58.8693,0,28.1528
14,2018-07-31 4:00,27.3,140,1,0,60.8943,0,27.8233
12,2018-07-31 5:00,26.8,0,0.3,0,63.8455,0,27.5629
9,2018-07-31 6:00,25.6,340,1.3,0,72.5024,0.01,27.0237
10,2018-07-31 7:00,26.8,340,1.3,0,63.8455,0.42,27.5629
25,2018-07-31 8:00,27.9,360,1.7,0,60.6546,1.12,28.4021
23,2018-07-31 9:00,30.1,230,1,0,52.6925,1.83,29.8857
29,2018-07-31 10:00,30.8,320,1.5,0,53.9943,2.44,30.6987
25,2018-07-31 11:00,31.7,340,2.8,0,51.9355,2.95,31.3933
24,2018-07-31 12:00,34,200,0.6,0,48.8151,2.75,33.3471
22,2018-07-31 13:00,33.1,320,2.4,0,47.9841,2.69,32.3757
22,2018-07-31 14:00,34.7,270,2,0,44.9611,2.45,33.6178
24,2018-07-31 15:00,35.9,200,1.5,0,35.8199,2.54,33.6788
21,2018-07-31 16:00,36.4,180,2,0,38.9575,2.77,34.5601
23,2018-07-31 17:00,35.2,20,1.4,0,40.7451,1.1,33.6191
18,2018-07-31 18:00,35.7,230,1.2,0,38.7798,1.13,33.8631
19,2018-07-31 19:00,34.8,320,1.4,0,40.7615,0.49,33.2341
19,2018-07-31 20:00,34.2,320,1.4,0,42.8887,0.03,32.8982
20,2018-07-31 21:00,33.1,290,1.3,0,50.9461,0,32.6783
21,2018-07-31 22:00,31.9,340,1,0,56.8434,0,32.0569
16,2018-07-31 23:00,31,340,1.3,0,59.831,0,31.4297
16,2018-08-01 0:00,30.1,0,0.3,0,63.6993,0,30.8637
13,2018-08-01 1:00,29.7,110,1,0,62.547,0,30.3634
10,2018-08-01 2:00,29.3,140,1,0,62.7819,0,29.9819
11,2018-08-01 3:00,28.6,340,0.8,0,70.745,0,29.9288
9,2018-08-01 4:00,28.2,0,0.1,0,70.0586,0,29.4686
9,2018-08-01 5:00,27,340,0.9,0,76.84,0,28.7735
11,2018-08-01 6:00,26.7,340,1,0,76.7819,0.01,28.4631
13,2018-08-01 7:00,27.7,340,1,0,69.9809,0.39,28.9562
20,2018-08-01 8:00,29.3,320,0.8,0,64.7438,1.06,30.1468
23,2018-08-01 9:00,31.6,50,1.3,0,56.7454,1.77,31.7488
28,2018-08-01 10:00,32.2,340,1.5,0,50.6914,2.42,31.7649
28,2018-08-01 11:00,33.8,50,1.4,0,46.8959,2.95,32.9478
25,2018-08-01 12:00,34.8,20,2.1,0,44.8915,3.29,33.7077
27,2018-08-01 13:00,35.9,70,2.8,0,38.6923,3.4,34.0449
24,2018-08-01 14:00,36.5,320,1.4,0,36.7824,2.69,34.3784
26,2018-08-01 15:00,37.4,270,2.2,0,37.8166,2.86,35.3782
21,2018-08-01 16:00,38,270,1,0,37.9575,2.47,35.9751
22,2018-08-01 17:00,37.6,290,1.6,0,37.8685,1.6,35.5777
20,2018-08-01 18:00,37.4,200,2.1,0,32.9923,1.18,34.7224
18,2018-08-01 19:00,36.6,160,2.1,0,35.9309,0.48,34.3625
19,2018-08-01 20:00,34.4,340,1.8,0,50.6755,0.02,33.9355
21,2018-08-01 21:00,33.3,320,1.2,0,55.8439,0,33.3586
21,2018-08-01 22:00,32.8,360,1,0,57.8388,0,33.0487
19,2018-08-01 23:00,33.1,160,2.3,0,46.7993,0,32.2519
14,2018-08-02 0:00,31.9,140,1.4,0,49.6587,0,31.3671
15,2018-08-02 1:00,31.7,160,1.9,0,46.5923,0,30.862
11,2018-08-02 2:00,30.9,160,1.4,0,49.6601,0,30.3848
9,2018-08-02 3:00,29.9,110,0.7,0,51.6438,0,29.591
11,2018-08-02 4:00,28.9,360,0.5,0,61.7431,0,29.4932
10,2018-08-02 5:00,29.2,140,1.2,0,55.9928,0,29.2948
11,2018-08-02 6:00,27.9,340,1.1,0,64.9111,0.01,28.7524
14,2018-08-02 7:00,29.9,160,0.9,0,53.7759,0.35,29.7882
22,2018-08-02 8:00,29.7,360,1.4,0,58.9524,0.97,30.0528
22,2018-08-02 9:00,31.7,200,1.7,0,50.8669,1.7,31.2893
30,2018-08-02 10:00,32.8,200,1.4,0,51.8139,2.37,32.4684
34,2018-08-02 11:00,33.3,290,2,0,50.7672,2.82,32.8578
29,2018-08-02 12:00,34.1,230,1.7,0,49.6635,2.29,33.5342
33,2018-08-02 13:00,35.1,290,2.1,0,45.9164,2.41,34.1152
29,2018-08-02 14:00,36.7,270,1.8,0,42.6873,2.9,35.3075
30,2018-08-02 15:00,36.7,250,2.3,0,39.7768,2.3,34.9524
28,2018-08-02 16:00,36.6,320,2.4,0,37.7193,2.64,34.5956
25,2018-08-02 17:00,37.6,270,1,0,34.9437,1.74,35.1854
21,2018-08-02 18:00,36.9,180,2.4,0,35.825,0.84,34.6354
22,2018-08-02 19:00,36.3,160,2.5,0,36.6928,0.45,34.1751
22,2018-08-02 20:00,35.6,160,1.9,0,37.7921,0.03,33.6438
24,2018-08-02 21:00,34.8,0,0.4,0,41.6593,0,33.3393
21,2018-08-02 22:00,32.5,360,0.6,0,56.5792,0,32.6306
19,2018-08-02 23:00,32.1,0,0.2,0,56.8293,0,32.2551
14,2018-08-03 0:00,32,160,1.3,0,53.7903,0,31.8686
13,2018-08-03 1:00,31.6,160,1.3,0,54.8109,0,31.5685
12,2018-08-03 2:00,30.9,140,1.2,0,57.7131,0,31.1395
10,2018-08-03 3:00,30.3,140,1.4,0,59.7307,0,30.7204
10,2018-08-03 4:00,29.8,160,1.5,0,61.9493,0,30.4126
10,2018-08-03 5:00,29.2,140,1.4,0,62.8994,0,29.8915
10,2018-08-03 6:00,29.1,140,1.2,0,63.5127,0.01,29.8427
15,2018-08-03 7:00,30.1,160,1.1,0,59.7181,0.34,30.5194
22,2018-08-03 8:00,30.5,180,1.6,0,58.5917,1.01,30.8193
24,2018-08-03 9:00,32.1,180,1.6,0,53.9043,1.73,31.9787
30,2018-08-03 10:00,33.8,160,1.3,0,47.8452,2.4,33.0485
29,2018-08-03 11:00,33.8,160,2,0,48.6046,2.92,33.1282
28,2018-08-03 12:00,34.3,70,2.3,0,43.758,3.24,33.0933
24,2018-08-03 13:00,36.7,160,1.9,0,37.8365,3.43,34.7068
26,2018-08-03 14:00,36.9,230,2.8,0,34.8654,3.32,34.5064
23,2018-08-03 15:00,36.7,140,2.6,0,35.7344,3,34.4321
26,2018-08-03 16:00,38,200,1.3,0,35.8488,2.53,35.6922
26,2018-08-03 17:00,37.7,250,2.3,0,37.816,1.95,35.6672
18,2018-08-03 18:00,36.6,270,2.6,0,39.9954,1.14,34.8828
18,2018-08-03 19:00,34.2,320,2.6,0,49.7584,0.41,33.6428
19,2018-08-03 20:00,32.6,320,2.9,0,54.6358,0.02,32.5454
19,2018-08-03 21:00,31.8,320,2.1,0,54.8292,0,31.7688
19,2018-08-03 22:00,31.5,320,0.9,0,54.6912,0,31.4579
22,2018-08-03 23:00,31.1,290,1.7,0,54.625,0,31.0549
14,2018-08-04 0:00,30.7,270,1.1,0,55.888,0,30.7744
13,2018-08-04 1:00,30.4,250,0.8,0,58.0078,0,30.6674
12,2018-08-04 2:00,30,270,0.9,0,57.9426,0,30.2629
12,2018-08-04 3:00,29.7,270,1,0,58.9524,0,30.0528
10,2018-08-04 4:00,29.4,250,0.8,0,62.9078,0,30.093
9,2018-08-04 5:00,28.7,270,1.3,0,68.05,0,29.8134
11,2018-08-04 6:00,28.4,250,1.1,0,68.7305,0.01,29.565
11,2018-08-04 7:00,29,250,1.2,0,66.8761,0.25,30.0208
14,2018-08-04 8:00,29.8,250,1.8,0,64.8085,0.91,30.6557
19,2018-08-04 9:00,31.1,270,1.8,0,59.9327,1.71,31.5388
19,2018-08-04 10:00,31.3,270,1.5,0,58.8158,2.17,31.6387
21,2018-08-04 11:00,32.5,250,2,0,53.7196,1.77,32.3578
20,2018-08-04 12:00,32.6,250,2.1,0,53.6203,2.23,32.4473
19,2018-08-04 13:00,34.4,250,2.5,0,47.7378,2.96,33.6266
20,2018-08-04 14:00,34.3,290,2.8,0,48.0046,2.49,33.5567
16,2018-08-04 15:00,33.5,270,2.3,0,51.7452,1.43,33.1542
16,2018-08-04 16:00,32.7,320,3.5,0,56.752,0.8,32.8465
18,2018-08-04 17:00,32.2,320,2.6,0,58.7937,0.83,32.537
20,2018-08-04 18:00,32.1,320,2.6,0,60.799,0.73,32.6195
16,2018-08-04 19:00,31.3,340,2.4,0,61.8769,0.44,31.9121
19,2018-08-04 20:00,30.7,320,1.7,0,62.6761,0.03,31.3791
21,2018-08-04 21:00,29.9,340,2.2,0,66.5684,0,30.9042
17,2018-08-04 22:00,29.1,320,2.3,0,68.7227,0,30.2727
16,2018-08-04 23:00,28.7,320,1.4,0,70.8431,0,30.038
11,2018-08-05 0:00,28.2,270,1.2,0,72.4113,0,29.6545
10,2018-08-05 1:00,27.9,270,1.4,0,74.7541,0,29.5318
9,2018-08-05 2:00,27.6,270,0.9,0,76.6186,0,29.3691
8,2018-08-05 3:00,27.2,250,1.7,0,78.714,0,29.1191
8,2018-08-05 4:00,27,270,1.5,0,80.7662,0,29.0679
11,2018-08-05 5:00,27.1,250,0.9,0,79.7353,0,29.0934
11,2018-08-05 6:00,27.3,250,0.9,0,79.631,0,29.2904
10,2018-08-05 7:00,27.6,250,1.3,0,78.7845,0.1,29.5337
13,2018-08-05 8:00,27.9,270,1.5,0,77.9465,0.3,29.777
18,2018-08-05 9:00,29,290,1.2,0,72.6155,0.76,30.4841
20,2018-08-05 10:00,30.1,320,2.4,0,67.6805,1.1,31.1992
22,2018-08-05 11:00,31.4,320,3.4,0,59.5688,2.29,31.8066
21,2018-08-05 12:00,32.3,320,3.8,0,53.7107,2.68,32.1585
19,2018-08-05 13:00,33.4,290,2.5,0,47.7647,2.76,32.6473
19,2018-08-05 14:00,33.4,320,3.3,0,47.7647,2.94,32.6473
16,2018-08-05 15:00,33.8,290,3,0,46.8959,2.44,32.9478
18,2018-08-05 16:00,34.3,320,3,0,46.7121,2.5,33.4182
15,2018-08-05 17:00,33.7,340,3.3,0,50.7867,1.83,33.2549
19,2018-08-05 18:00,32.5,320,3.3,0,51.6771,0.95,32.1583
16,2018-08-05 19:00,31.7,320,2.9,0,55.7826,0.44,31.7589
18,2018-08-05 20:00,30.8,320,2.5,0,59.8437,0.02,31.2306
21,2018-08-05 21:00,29.8,320,1.5,0,63.8554,0,30.5752
22,2018-08-05 22:00,29.3,320,2,0,67.6867,0,30.3904
15,2018-08-05 23:00,28.8,360,2,0,69.6757,0,30.0459
14,2018-08-06 0:00,28.5,340,1.3,0,69.6162,0,29.7372
12,2018-08-06 1:00,28.2,340,0.9,0,74.764,0,29.8383
9,2018-08-06 2:00,28.1,250,1.4,0,76.5159,0,29.8718
8,2018-08-06 3:00,27.9,270,1.7,0,79.0106,0,29.8581
9,2018-08-06 4:00,27.6,250,1.3,0,81.7626,0,29.7579
8,2018-08-06 5:00,27.5,230,1.2,0,79.7919,0,29.5074
12,2018-08-06 6:00,27.5,230,0.8,0,79.7919,0,29.5074
6,2018-08-06 7:00,27.8,250,1.1,0,79.7412,0.05,29.811
15,2018-08-06 8:00,28.4,250,1.5,0,77.5156,0.34,30.2555
27,2018-08-06 9:00,29.3,270,1.8,0,75.044,0.69,30.9825
35,2018-08-06 10:00,29.8,320,2,0,71.48,1,31.2068
29,2018-08-06 11:00,31.6,290,2,0,60.8293,1.96,32.1203
28,2018-08-06 12:00,32.5,270,1.5,0,58.8261,2.14,32.8403
24,2018-08-06 13:00,32.6,340,2.4,0,58.698,1.96,32.9286
28,2018-08-06 14:00,30.8,70,2.5,0,63.6683,0.77,31.5657
25,2018-08-06 15:00,32.2,20,1.3,0,58.7937,1.57,32.537
22,2018-08-06 16:00,33.8,320,2.1,0,52.5917,2.57,33.5364
23,2018-08-06 17:00,34.7,340,1.3,0,50.7392,1.93,34.239
22,2018-08-06 18:00,32.7,50,2.7,0,57.7618,0.9,32.9415
15,2018-08-06 19:00,32.7,50,2.4,0,57.7618,0.33,32.9415
18,2018-08-06 20:00,32.2,50,2.3,0,59.8325,0.05,32.6321
21,2018-08-06 21:00,30.8,360,1.5,0,67.9429,0,31.9301
19,2018-08-06 22:00,30,20,2,0,67.8353,0,31.1108
18,2018-08-06 23:00,30.1,180,1.6,0,66.5096,0,31.1014
14,2018-08-07 0:00,29.3,320,0.8,0,69.6486,0,30.5505
10,2018-08-07 1:00,29.5,160,1.9,0,66.9093,0,30.5285
9,2018-08-07 2:00,29.1,140,1.3,0,68.7227,0,30.2727
10,2018-08-07 3:00,29,90,2.3,0,68.8724,0,30.1836
7,2018-08-07 4:00,28.7,110,1.7,0,69.5735,0,29.9363
8,2018-08-07 5:00,28.2,90,1.8,0,70.8428,0,29.5309
11,2018-08-07 6:00,28,90,1,0,71.6742,0.01,29.3935
13,2018-08-07 7:00,28.5,160,1.8,0,69.6162,0.28,29.7372
21,2018-08-07 8:00,28.9,160,2.4,0,68.7708,0.57,30.0741
23,2018-08-07 9:00,30.8,160,2.6,0,62.7684,1.68,31.4876
29,2018-08-07 10:00,30.6,180,2.9,0,60.9877,1.9,31.1312
26,2018-08-07 11:00,31.4,180,1.9,0,60.6559,1.45,31.9041
21,2018-08-07 12:00,32.1,160,2,0,58.7097,1.95,32.4292
24,2018-08-07 13:00,33.8,180,2,0,51.6424,2.52,33.4408
22,2018-08-07 14:00,34.7,180,1.6,0,49.8364,2.34,34.1446
22,2018-08-07 15:00,34.1,50,1.6,0,48.7299,1.86,33.4366
24,2018-08-07 16:00,34.6,20,2.6,0,47.7538,1.29,33.8249
24,2018-08-07 17:00,35.3,340,1.6,0,45.9345,1.68,34.3133
18,2018-08-07 18:00,34,290,2.4,0,54.6354,1.04,33.9386
18,2018-08-07 19:00,32.8,290,2.8,0,57.8388,0.37,33.0487
17,2018-08-07 20:00,31.8,340,2.9,0,56.9544,0.01,31.9675
19,2018-08-07 21:00,31.2,360,1.6,0,58.9322,0,31.5492
19,2018-08-07 22:00,30.8,320,0.9,0,58.7188,0,31.1303
17,2018-08-07 23:00,29.9,340,1.8,0,58.9877,0,30.2555
13,2018-08-08 0:00,28.9,250,1.4,0,66.0099,0,29.8488
13,2018-08-08 1:00,28.3,250,1.3,0,69.6516,0,29.5375
9,2018-08-08 2:00,28.3,270,1,0,70.6912,0,29.6202
10,2018-08-08 3:00,28.1,270,0.5,0,71.52,0,29.4828
9,2018-08-08 4:00,27.9,270,1.3,0,70.7637,0,29.2204
10,2018-08-08 5:00,27.5,270,0.7,0,77.8856,0,29.3633
13,2018-08-08 6:00,27.4,290,0.6,0,80.8089,0,29.4813
15,2018-08-08 7:00,27.6,250,1.3,0,78.7845,0.16,29.5337
18,2018-08-08 8:00,28.8,180,1.1,0,74.9771,0.65,30.4669
23,2018-08-08 9:00,29.8,250,1.4,0,68.6208,1.32,30.9732
25,2018-08-08 10:00,31.1,320,1.2,0,61.7019,1.82,31.6958
24,2018-08-08 11:00,31.4,290,1.6,0,57.8296,1.79,31.649
24,2018-08-08 12:00,33.6,270,2.5,0,52.608,3.11,33.3397
24,2018-08-08 13:00,33.3,320,2.3,0,48.8146,1.98,32.6582
23,2018-08-08 14:00,34.5,320,2.2,0,44.9164,3.26,33.4174
23,2018-08-08 15:00,34.9,320,2.6,0,42.8571,2.69,33.5749
23,2018-08-08 16:00,35.1,320,3.4,0,37.7927,2.39,33.1639
27,2018-08-08 17:00,35.1,320,2.4,0,41.8545,1.8,33.653
23,2018-08-08 18:00,33.8,320,2.9,0,44.9972,1.06,32.743
19,2018-08-08 19:00,32.7,320,2.4,0,44.8361,0.38,31.6534
25,2018-08-08 20:00,31.6,340,2.1,0,48.7924,0.02,30.9863
30,2018-08-08 21:00,30.5,320,2.8,0,51.9544,0,30.2111
30,2018-08-08 22:00,29.5,20,1.5,0,63.0305,0,30.2037
28,2018-08-08 23:00,29,360,2,0,65.6284,0,29.9181
24,2018-08-09 0:00,28.4,340,1.5,0,71.5727,0,29.7916
16,2018-08-09 1:00,28.1,340,1.7,0,72.5718,0,29.5655
17,2018-08-09 2:00,27.8,340,1.5,0,74.657,0,29.4224
14,2018-08-09 3:00,27.7,340,0.6,0,75.6332,0,29.3957
15,2018-08-09 4:00,27.3,250,1.1,0,78.8044,0,29.2282
12,2018-08-09 5:00,26.9,250,1,0,79.8321,0,28.8958
15,2018-08-09 6:00,26.7,230,0.7,0,81.6343,0,28.8246
15,2018-08-09 7:00,27.5,270,1.2,0,79.7919,0.15,29.5074
22,2018-08-09 8:00,28.1,250,1,0,76.5159,0.45,29.8718
29,2018-08-09 9:00,29.1,250,1.2,0,72.6923,0.88,30.5921
36,2018-08-09 10:00,29.9,230,1.2,0,67.7529,1.35,31.0027
28,2018-08-09 11:00,31.9,270,1.3,0,56.8434,2.6,32.0569
27,2018-08-09 12:00,32,290,1.3,0,53.7903,2.83,31.8686
22,2018-08-09 13:00,33.1,250,1.8,0,51.9334,2.22,32.7771
29,2018-08-09 14:00,33.7,250,2.7,0,51.7414,1.71,33.3518
25,2018-08-09 15:00,33.8,270,2.4,0,51.6424,1.92,33.4408
31,2018-08-09 16:00,34.1,270,2.5,0,47.7964,2.18,33.338
24,2018-08-09 17:00,32.8,270,2.5,0,53.8222,1.23,32.6655
23,2018-08-09 18:00,32.3,290,2.2,0,58.6686,0.87,32.6256
21,2018-08-09 19:00,31.1,320,2.7,0,67.6731,0.15,32.2114
21,2018-08-09 20:00,27.5,290,1.8,0,79.7919,0,29.5074
19,2018-08-09 21:00,28.7,340,0.7,0,76.6832,0,30.4979
24,2018-08-09 22:00,28.4,20,0.7,0,78.5491,0,30.335
16,2018-08-09 23:00,28.3,250,1,0,77.4485,0,30.148
16,2018-08-10 0:00,27.9,270,1.1,0,80.8728,0,29.9991
11,2018-08-10 1:00,27.9,270,0.6,0,80.8728,0,29.9991
9,2018-08-10 2:00,27.7,270,0.5,0,82.6313,0,29.9257
10,2018-08-10 3:00,27.8,270,1.1,0,81.8819,0,29.9724
10,2018-08-10 4:00,27.5,320,0.6,0,83.6045,0,29.7925
11,2018-08-10 5:00,27.1,340,1.4,0,86.7051,0,29.609
12,2018-08-10 6:00,27.2,50,1.4,0,84.8115,0,29.573
15,2018-08-10 7:00,27.4,50,1.6,0,82.7264,0.14,29.6244
21,2018-08-10 8:00,27.7,340,1.8,0,82.6313,0.52,29.9257
22,2018-08-10 9:00,29.6,20,2.2,0,72.7909,1.22,31.109
30,2018-08-10 10:00,30.7,50,1.7,0,64.7125,1.88,31.5548
30,2018-08-10 11:00,31.6,70,2.4,0,58.8948,2.94,31.9458
25,2018-08-10 12:00,32.8,20,2.3,0,52.818,3.15,32.5674
24,2018-08-10 13:00,33.7,360,2.4,0,50.7867,2.77,33.2549
27,2018-08-10 14:00,34.5,20,2.7,0,43.8209,2.8,33.2952
26,2018-08-10 15:00,34.6,20,3,0,43.7592,2.76,33.3856
24,2018-08-10 16:00,34.7,20,2.4,0,41.7109,1.99,33.2484
27,2018-08-10 17:00,34,160,2.3,0,51.8191,1.33,33.6568
19,2018-08-10 18:00,32.7,140,3.3,0,56.752,0.41,32.8465
18,2018-08-10 19:00,32,140,3.4,0,55.8915,0.27,32.0677
20,2018-08-10 20:00,31.1,160,2.1,0,58.8269,0.01,31.4397
22,2018-08-10 21:00,30.7,110,3.3,0,59.7346,0,31.1208
17,2018-08-10 22:00,30.2,160,3.1,0,60.7731,0,30.7117
20,2018-08-10 23:00,28.4,340,1.2,0,75.7069,0,30.1156
13,2018-08-11 0:00,28.5,160,2,0,67.818,0,29.5926
11,2018-08-11 1:00,28.3,160,1.7,0,68.6121,0,29.4544
9,2018-08-11 2:00,28,160,2,0,68.7649,0,29.1633
10,2018-08-11 3:00,27.9,110,2.4,0,67.8374,0,28.9883
9,2018-08-11 4:00,27.7,160,1.4,0,68.6351,0,28.8498
8,2018-08-11 5:00,27.6,110,1.7,0,67.6843,0,28.6733
8,2018-08-11 6:00,27.2,50,2.2,0,70.6763,0.01,28.5045
12,2018-08-11 7:00,26.8,20,1.4,0,73.7771,0.21,28.3375
15,2018-08-11 8:00,27.8,50,1.5,0,69.8404,0.54,29.0463
17,2018-08-11 9:00,28.8,160,3.1,0,62.8596,1.63,29.4869
22,2018-08-11 10:00,29.5,140,3,0,58.9092,0.93,29.8495
21,2018-08-11 11:00,30.7,160,2.6,0,54.983,1.88,30.6913
20,2018-08-11 12:00,31.3,140,2.5,0,53.787,1.57,31.1745
18,2018-08-11 13:00,32.1,140,3.4,0,50.7703,1.64,31.6741
19,2018-08-11 14:00,31.4,140,3.4,0,52.8293,1.58,31.1827
16,2018-08-11 15:00,33.2,140,3.1,0,47.9114,2.47,32.4663
15,2018-08-11 16:00,32.4,110,3.2,0,48.8887,2.41,31.7812
18,2018-08-11 17:00,32.4,140,3.9,0,48.8887,1.74,31.7812
16,2018-08-11 18:00,32,140,3.7,0,51.8993,1.12,31.6861
19,2018-08-11 19:00,31,160,3.3,0,52.7135,0.36,30.7763
20,2018-08-11 20:00,30,140,3,0,57.9426,0.01,30.2629
21,2018-08-11 21:00,29.6,110,2,0,58.8112,0,29.9407
21,2018-08-11 22:00,29,140,3.1,0,59.8891,0,29.4354
20,2018-08-11 23:00,28.5,140,2.6,0,60.8821,0,29.0204
16,2018-08-12 0:00,28,140,3.2,0,60.037,0,28.4502
13,2018-08-12 1:00,27.6,160,1.3,0,62.811,0,28.2804
13,2018-08-12 2:00,26.9,160,1.9,0,64.5991,0,27.7234
12,2018-08-12 3:00,26.8,140,2.7,0,64.6968,0,27.6308
11,2018-08-12 4:00,26.6,110,2.8,0,65.7509,0,27.5136
12,2018-08-12 5:00,26.5,110,2.1,0,66.7177,0,27.4891
12,2018-08-12 6:00,25.8,340,0.9,0,70.7435,0,27.0934
11,2018-08-12 7:00,26.3,340,1.3,0,69.5563,0.21,27.5078
15,2018-08-12 8:00,27.9,110,1.3,0,63.8469,0.94,28.6657
18,2018-08-12 9:00,29.7,140,1.9,0,59.6713,1.66,30.1156
17,2018-08-12 10:00,30.4,160,3.1,0,56.8569,2.34,30.5641
19,2018-08-12 11:00,32.1,160,2.6,0,50.7703,2.92,31.6741
18,2018-08-12 12:00,33,140,3.3,0,45.8718,3.12,32.0561
17,2018-08-12 13:00,33.6,140,2.5,0,45.696,3.22,32.6235
17,2018-08-12 14:00,33.6,140,3.4,0,42.624,3.32,32.2861
14,2018-08-12 15:00,33.8,140,3,0,44.9972,2.58,32.743
15,2018-08-12 16:00,33.4,160,2.6,0,46.7938,1.14,32.5451
14,2018-08-12 17:00,33.2,160,2.8,0,48.8932,0.92,32.568
16,2018-08-12 18:00,32.8,140,2.2,0,50.8097,0.36,32.3684
18,2018-08-12 19:00,32.5,140,2.1,0,52.6983,0.18,32.2585
18,2018-08-12 20:00,32,160,2.5,0,55.8915,0.01,32.0677
21,2018-08-12 21:00,29.7,270,0.9,0,70.6949,0,31.0415
18,2018-08-12 22:00,30,200,0.8,0,69.9551,0,31.2857
16,2018-08-12 23:00,30.4,180,1.8,0,64.6834,0,31.2498
13,2018-08-13 0:00,28.9,230,0.6,0,74.7945,0,30.5546
11,2018-08-13 1:00,28.4,250,0.7,0,77.5156,0,30.2555
9,2018-08-13 2:00,28.5,290,0.5,0,77.5797,0,30.3627
10,2018-08-13 3:00,27.8,340,1,0,82.6847,0,30.0326
8,2018-08-13 4:00,27.4,340,0.9,0,84.6439,0,29.7667
8,2018-08-13 5:00,26.9,340,1.3,0,84.6277,0,29.2506
10,2018-08-13 6:00,26.9,340,0.9,0,82.653,0,29.1052
14,2018-08-13 7:00,27.4,360,0.8,0,78.8914,0.22,29.3371
22,2018-08-13 8:00,30.1,180,0.8,0,67.6805,0.85,31.1992
29,2018-08-13 9:00,31.8,180,1.3,0,57.8045,1.57,32.046
