Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal),datetime,Í∏∞Ïò®(¬∞C),?çÌñ•(16Î∞©ÏúÑ),?çÏÜç(m/s),Í∞ïÏàò??mm),?ÅÎ??µÎèÑ(%),?ºÏÇ¨(MJ/m2),Ï≤¥Í∞ê?®ÎèÑ(¬∞C),month_sin,month_cos,hour_sin,hour_cos,day_sin,day_cos,doy_sin,doy_cos,weekday_sin,weekday_cos,heat_stress,cold_stress,wind_x,wind_y,is_cold,is_weekend,is_holiday,is_corona,rn_day,Í∏∞Ïò®(¬∞C)_lag1,Í∏∞Ïò®(¬∞C)_diff1,Í∏∞Ïò®(¬∞C)_lag2,Í∏∞Ïò®(¬∞C)_diff2,Í∏∞Ïò®(¬∞C)_lag3,Í∏∞Ïò®(¬∞C)_diff3,Í∏∞Ïò®(¬∞C)_lag4,Í∏∞Ïò®(¬∞C)_diff4,Í∏∞Ïò®(¬∞C)_lag5,Í∏∞Ïò®(¬∞C)_diff5,Í∏∞Ïò®(¬∞C)_lag6,Í∏∞Ïò®(¬∞C)_diff6,Í∏∞Ïò®(¬∞C)_lag7,Í∏∞Ïò®(¬∞C)_diff7,Í∏∞Ïò®(¬∞C)_lag8,Í∏∞Ïò®(¬∞C)_diff8,Í∏∞Ïò®(¬∞C)_lag9,Í∏∞Ïò®(¬∞C)_diff9,Í∏∞Ïò®(¬∞C)_lag10,Í∏∞Ïò®(¬∞C)_diff10,Í∏∞Ïò®(¬∞C)_lag11,Í∏∞Ïò®(¬∞C)_diff11,Í∏∞Ïò®(¬∞C)_lag12,Í∏∞Ïò®(¬∞C)_diff12,Í∏∞Ïò®(¬∞C)_lag13,Í∏∞Ïò®(¬∞C)_diff13,Í∏∞Ïò®(¬∞C)_lag14,Í∏∞Ïò®(¬∞C)_diff14,Í∏∞Ïò®(¬∞C)_lag15,Í∏∞Ïò®(¬∞C)_diff15,Í∏∞Ïò®(¬∞C)_lag16,Í∏∞Ïò®(¬∞C)_diff16,Í∏∞Ïò®(¬∞C)_lag17,Í∏∞Ïò®(¬∞C)_diff17,Í∏∞Ïò®(¬∞C)_lag18,Í∏∞Ïò®(¬∞C)_diff18,Í∏∞Ïò®(¬∞C)_lag19,Í∏∞Ïò®(¬∞C)_diff19,Í∏∞Ïò®(¬∞C)_lag20,Í∏∞Ïò®(¬∞C)_diff20,Í∏∞Ïò®(¬∞C)_lag21,Í∏∞Ïò®(¬∞C)_diff21,Í∏∞Ïò®(¬∞C)_lag22,Í∏∞Ïò®(¬∞C)_diff22,Í∏∞Ïò®(¬∞C)_lag23,Í∏∞Ïò®(¬∞C)_diff23,Í∏∞Ïò®(¬∞C)_lag24,Í∏∞Ïò®(¬∞C)_diff24,Í∏∞Ïò®(¬∞C)_lag48,Í∏∞Ïò®(¬∞C)_diff48,Í∏∞Ïò®(¬∞C)_lag72,Í∏∞Ïò®(¬∞C)_diff72,Í∏∞Ïò®(¬∞C)_lag168,Í∏∞Ïò®(¬∞C)_diff168,Í∏∞Ïò®(¬∞C)_ma3,Í∏∞Ïò®(¬∞C)_ma6,Í∏∞Ïò®(¬∞C)_ma9,Í∏∞Ïò®(¬∞C)_ma12,Í∏∞Ïò®(¬∞C)_ma15,Í∏∞Ïò®(¬∞C)_ma18,Í∏∞Ïò®(¬∞C)_ma21,Í∏∞Ïò®(¬∞C)_ma24,Í∏∞Ïò®(¬∞C)_ma48,Í∏∞Ïò®(¬∞C)_ma72,Í∏∞Ïò®(¬∞C)_ma96,Í∏∞Ïò®(¬∞C)_ma120,Í∏∞Ïò®(¬∞C)_ma144,Í∏∞Ïò®(¬∞C)_ma168,?ÅÎ??µÎèÑ(%)_lag1,?ÅÎ??µÎèÑ(%)_diff1,?ÅÎ??µÎèÑ(%)_lag2,?ÅÎ??µÎèÑ(%)_diff2,?ÅÎ??µÎèÑ(%)_lag3,?ÅÎ??µÎèÑ(%)_diff3,?ÅÎ??µÎèÑ(%)_lag4,?ÅÎ??µÎèÑ(%)_diff4,?ÅÎ??µÎèÑ(%)_lag5,?ÅÎ??µÎèÑ(%)_diff5,?ÅÎ??µÎèÑ(%)_lag6,?ÅÎ??µÎèÑ(%)_diff6,?ÅÎ??µÎèÑ(%)_lag7,?ÅÎ??µÎèÑ(%)_diff7,?ÅÎ??µÎèÑ(%)_lag8,?ÅÎ??µÎèÑ(%)_diff8,?ÅÎ??µÎèÑ(%)_lag9,?ÅÎ??µÎèÑ(%)_diff9,?ÅÎ??µÎèÑ(%)_lag10,?ÅÎ??µÎèÑ(%)_diff10,?ÅÎ??µÎèÑ(%)_lag11,?ÅÎ??µÎèÑ(%)_diff11,?ÅÎ??µÎèÑ(%)_lag12,?ÅÎ??µÎèÑ(%)_diff12,?ÅÎ??µÎèÑ(%)_lag13,?ÅÎ??µÎèÑ(%)_diff13,?ÅÎ??µÎèÑ(%)_lag14,?ÅÎ??µÎèÑ(%)_diff14,?ÅÎ??µÎèÑ(%)_lag15,?ÅÎ??µÎèÑ(%)_diff15,?ÅÎ??µÎèÑ(%)_lag16,?ÅÎ??µÎèÑ(%)_diff16,?ÅÎ??µÎèÑ(%)_lag17,?ÅÎ??µÎèÑ(%)_diff17,?ÅÎ??µÎèÑ(%)_lag18,?ÅÎ??µÎèÑ(%)_diff18,?ÅÎ??µÎèÑ(%)_lag19,?ÅÎ??µÎèÑ(%)_diff19,?ÅÎ??µÎèÑ(%)_lag20,?ÅÎ??µÎèÑ(%)_diff20,?ÅÎ??µÎèÑ(%)_lag21,?ÅÎ??µÎèÑ(%)_diff21,?ÅÎ??µÎèÑ(%)_lag22,?ÅÎ??µÎèÑ(%)_diff22,?ÅÎ??µÎèÑ(%)_lag23,?ÅÎ??µÎèÑ(%)_diff23,?ÅÎ??µÎèÑ(%)_lag24,?ÅÎ??µÎèÑ(%)_diff24,?ÅÎ??µÎèÑ(%)_lag48,?ÅÎ??µÎèÑ(%)_diff48,?ÅÎ??µÎèÑ(%)_lag72,?ÅÎ??µÎèÑ(%)_diff72,?ÅÎ??µÎèÑ(%)_lag168,?ÅÎ??µÎèÑ(%)_diff168,?ÅÎ??µÎèÑ(%)_ma3,?ÅÎ??µÎèÑ(%)_ma6,?ÅÎ??µÎèÑ(%)_ma9,?ÅÎ??µÎèÑ(%)_ma12,?ÅÎ??µÎèÑ(%)_ma15,?ÅÎ??µÎèÑ(%)_ma18,?ÅÎ??µÎèÑ(%)_ma21,?ÅÎ??µÎèÑ(%)_ma24,?ÅÎ??µÎèÑ(%)_ma48,?ÅÎ??µÎèÑ(%)_ma72,?ÅÎ??µÎèÑ(%)_ma96,?ÅÎ??µÎèÑ(%)_ma120,?ÅÎ??µÎèÑ(%)_ma144,?ÅÎ??µÎèÑ(%)_ma168,?çÏÜç(m/s)_lag1,?çÏÜç(m/s)_diff1,?çÏÜç(m/s)_lag2,?çÏÜç(m/s)_diff2,?çÏÜç(m/s)_lag3,?çÏÜç(m/s)_diff3,?çÏÜç(m/s)_lag4,?çÏÜç(m/s)_diff4,?çÏÜç(m/s)_lag5,?çÏÜç(m/s)_diff5,?çÏÜç(m/s)_lag6,?çÏÜç(m/s)_diff6,?çÏÜç(m/s)_lag7,?çÏÜç(m/s)_diff7,?çÏÜç(m/s)_lag8,?çÏÜç(m/s)_diff8,?çÏÜç(m/s)_lag9,?çÏÜç(m/s)_diff9,?çÏÜç(m/s)_lag10,?çÏÜç(m/s)_diff10,?çÏÜç(m/s)_lag11,?çÏÜç(m/s)_diff11,?çÏÜç(m/s)_lag12,?çÏÜç(m/s)_diff12,?çÏÜç(m/s)_lag13,?çÏÜç(m/s)_diff13,?çÏÜç(m/s)_lag14,?çÏÜç(m/s)_diff14,?çÏÜç(m/s)_lag15,?çÏÜç(m/s)_diff15,?çÏÜç(m/s)_lag16,?çÏÜç(m/s)_diff16,?çÏÜç(m/s)_lag17,?çÏÜç(m/s)_diff17,?çÏÜç(m/s)_lag18,?çÏÜç(m/s)_diff18,?çÏÜç(m/s)_lag19,?çÏÜç(m/s)_diff19,?çÏÜç(m/s)_lag20,?çÏÜç(m/s)_diff20,?çÏÜç(m/s)_lag21,?çÏÜç(m/s)_diff21,?çÏÜç(m/s)_lag22,?çÏÜç(m/s)_diff22,?çÏÜç(m/s)_lag23,?çÏÜç(m/s)_diff23,?çÏÜç(m/s)_lag24,?çÏÜç(m/s)_diff24,?çÏÜç(m/s)_lag48,?çÏÜç(m/s)_diff48,?çÏÜç(m/s)_lag72,?çÏÜç(m/s)_diff72,?çÏÜç(m/s)_lag168,?çÏÜç(m/s)_diff168,?çÏÜç(m/s)_ma3,?çÏÜç(m/s)_ma6,?çÏÜç(m/s)_ma9,?çÏÜç(m/s)_ma12,?çÏÜç(m/s)_ma15,?çÏÜç(m/s)_ma18,?çÏÜç(m/s)_ma21,?çÏÜç(m/s)_ma24,?çÏÜç(m/s)_ma48,?çÏÜç(m/s)_ma72,?çÏÜç(m/s)_ma96,?çÏÜç(m/s)_ma120,?çÏÜç(m/s)_ma144,?çÏÜç(m/s)_ma168,heat_stress_lag1,heat_stress_diff1,heat_stress_lag2,heat_stress_diff2,heat_stress_lag3,heat_stress_diff3,heat_stress_lag4,heat_stress_diff4,heat_stress_lag5,heat_stress_diff5,heat_stress_lag6,heat_stress_diff6,heat_stress_lag7,heat_stress_diff7,heat_stress_lag8,heat_stress_diff8,heat_stress_lag9,heat_stress_diff9,heat_stress_lag10,heat_stress_diff10,heat_stress_lag11,heat_stress_diff11,heat_stress_lag12,heat_stress_diff12,heat_stress_lag13,heat_stress_diff13,heat_stress_lag14,heat_stress_diff14,heat_stress_lag15,heat_stress_diff15,heat_stress_lag16,heat_stress_diff16,heat_stress_lag17,heat_stress_diff17,heat_stress_lag18,heat_stress_diff18,heat_stress_lag19,heat_stress_diff19,heat_stress_lag20,heat_stress_diff20,heat_stress_lag21,heat_stress_diff21,heat_stress_lag22,heat_stress_diff22,heat_stress_lag23,heat_stress_diff23,heat_stress_lag24,heat_stress_diff24,heat_stress_lag48,heat_stress_diff48,heat_stress_lag72,heat_stress_diff72,heat_stress_lag168,heat_stress_diff168,heat_stress_ma3,heat_stress_ma6,heat_stress_ma9,heat_stress_ma12,heat_stress_ma15,heat_stress_ma18,heat_stress_ma21,heat_stress_ma24,heat_stress_ma48,heat_stress_ma72,heat_stress_ma96,heat_stress_ma120,heat_stress_ma144,heat_stress_ma168,cold_stress_lag1,cold_stress_diff1,cold_stress_lag2,cold_stress_diff2,cold_stress_lag3,cold_stress_diff3,cold_stress_lag4,cold_stress_diff4,cold_stress_lag5,cold_stress_diff5,cold_stress_lag6,cold_stress_diff6,cold_stress_lag7,cold_stress_diff7,cold_stress_lag8,cold_stress_diff8,cold_stress_lag9,cold_stress_diff9,cold_stress_lag10,cold_stress_diff10,cold_stress_lag11,cold_stress_diff11,cold_stress_lag12,cold_stress_diff12,cold_stress_lag13,cold_stress_diff13,cold_stress_lag14,cold_stress_diff14,cold_stress_lag15,cold_stress_diff15,cold_stress_lag16,cold_stress_diff16,cold_stress_lag17,cold_stress_diff17,cold_stress_lag18,cold_stress_diff18,cold_stress_lag19,cold_stress_diff19,cold_stress_lag20,cold_stress_diff20,cold_stress_lag21,cold_stress_diff21,cold_stress_lag22,cold_stress_diff22,cold_stress_lag23,cold_stress_diff23,cold_stress_lag24,cold_stress_diff24,cold_stress_lag48,cold_stress_diff48,cold_stress_lag72,cold_stress_diff72,cold_stress_lag168,cold_stress_diff168,cold_stress_ma3,cold_stress_ma6,cold_stress_ma9,cold_stress_ma12,cold_stress_ma15,cold_stress_ma18,cold_stress_ma21,cold_stress_ma24,cold_stress_ma48,cold_stress_ma72,cold_stress_ma96,cold_stress_ma120,cold_stress_ma144,cold_stress_ma168,wind_x_lag1,wind_x_diff1,wind_x_lag2,wind_x_diff2,wind_x_lag3,wind_x_diff3,wind_x_lag4,wind_x_diff4,wind_x_lag5,wind_x_diff5,wind_x_lag6,wind_x_diff6,wind_x_lag7,wind_x_diff7,wind_x_lag8,wind_x_diff8,wind_x_lag9,wind_x_diff9,wind_x_lag10,wind_x_diff10,wind_x_lag11,wind_x_diff11,wind_x_lag12,wind_x_diff12,wind_x_lag13,wind_x_diff13,wind_x_lag14,wind_x_diff14,wind_x_lag15,wind_x_diff15,wind_x_lag16,wind_x_diff16,wind_x_lag17,wind_x_diff17,wind_x_lag18,wind_x_diff18,wind_x_lag19,wind_x_diff19,wind_x_lag20,wind_x_diff20,wind_x_lag21,wind_x_diff21,wind_x_lag22,wind_x_diff22,wind_x_lag23,wind_x_diff23,wind_x_lag24,wind_x_diff24,wind_x_lag48,wind_x_diff48,wind_x_lag72,wind_x_diff72,wind_x_lag168,wind_x_diff168,wind_x_ma3,wind_x_ma6,wind_x_ma9,wind_x_ma12,wind_x_ma15,wind_x_ma18,wind_x_ma21,wind_x_ma24,wind_x_ma48,wind_x_ma72,wind_x_ma96,wind_x_ma120,wind_x_ma144,wind_x_ma168,wind_y_lag1,wind_y_diff1,wind_y_lag2,wind_y_diff2,wind_y_lag3,wind_y_diff3,wind_y_lag4,wind_y_diff4,wind_y_lag5,wind_y_diff5,wind_y_lag6,wind_y_diff6,wind_y_lag7,wind_y_diff7,wind_y_lag8,wind_y_diff8,wind_y_lag9,wind_y_diff9,wind_y_lag10,wind_y_diff10,wind_y_lag11,wind_y_diff11,wind_y_lag12,wind_y_diff12,wind_y_lag13,wind_y_diff13,wind_y_lag14,wind_y_diff14,wind_y_lag15,wind_y_diff15,wind_y_lag16,wind_y_diff16,wind_y_lag17,wind_y_diff17,wind_y_lag18,wind_y_diff18,wind_y_lag19,wind_y_diff19,wind_y_lag20,wind_y_diff20,wind_y_lag21,wind_y_diff21,wind_y_lag22,wind_y_diff22,wind_y_lag23,wind_y_diff23,wind_y_lag24,wind_y_diff24,wind_y_lag48,wind_y_diff48,wind_y_lag72,wind_y_diff72,wind_y_lag168,wind_y_diff168,wind_y_ma3,wind_y_ma6,wind_y_ma9,wind_y_ma12,wind_y_ma15,wind_y_ma18,wind_y_ma21,wind_y_ma24,wind_y_ma48,wind_y_ma72,wind_y_ma96,wind_y_ma120,wind_y_ma144,wind_y_ma168,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_lag1,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_diff1,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_lag2,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_diff2,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_lag3,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_diff3,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_lag4,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_diff4,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_lag5,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_diff5,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_lag6,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_diff6,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_lag7,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_diff7,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_lag8,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_diff8,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_lag9,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_diff9,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_lag10,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_diff10,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_lag11,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_diff11,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_lag12,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_diff12,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_lag13,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_diff13,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_lag14,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_diff14,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_lag15,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_diff15,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_lag16,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_diff16,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_lag17,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_diff17,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_lag18,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_diff18,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_lag19,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_diff19,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_lag20,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_diff20,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_lag21,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_diff21,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_lag22,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_diff22,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_lag23,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_diff23,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_lag24,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_diff24,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_lag48,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_diff48,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_lag72,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_diff72,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_lag168,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_diff168,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_ma3,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_ma6,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_ma9,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_ma12,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_ma15,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_ma18,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_ma21,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_ma24,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_ma48,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_ma72,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_ma96,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_ma120,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_ma144,Ï≤?£º ÏßÄ??≥µÍ∏âÎüâ(Gcal)_ma168
0,0,1,1,1,15,1,1,1,11,1,1,1,95,121,1,1,8,8,1,1,1,1,1,8,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
